sample_id,label,reason,detail
CLS_05449,3,not_fetched,
CLS_05450,3,not_fetched,
CLS_05451,3,not_fetched,
CLS_05452,3,not_fetched,
CLS_05453,3,not_fetched,
CLS_05454,3,not_fetched,
CLS_05455,3,not_fetched,
CLS_05456,3,not_fetched,
CLS_05457,3,not_fetched,
CLS_05458,3,not_fetched,
CLS_05459,3,not_fetched,
CLS_05460,3,not_fetched,
CLS_05461,3,not_fetched,
CLS_05462,3,not_fetched,
CLS_05463,3,not_fetched,
CLS_05464,3,not_fetched,
CLS_05465,3,not_fetched,
CLS_05466,3,not_fetched,
CLS_05467,3,not_fetched,
CLS_05468,3,not_fetched,
CLS_05469,3,not_fetched,
CLS_05470,3,not_fetched,
CLS_05471,3,not_fetched,
CLS_05472,3,not_fetched,
CLS_05473,3,not_fetched,
CLS_05474,3,not_fetched,
CLS_05475,3,not_fetched,
CLS_05476,3,not_fetched,
CLS_05477,3,not_fetched,
CLS_05478,3,not_fetched,
CLS_05479,3,not_fetched,
CLS_05480,3,not_fetched,
CLS_05481,3,not_fetched,
CLS_05482,3,not_fetched,
CLS_05483,3,not_fetched,
CLS_05484,3,not_fetched,
CLS_05485,3,not_fetched,
CLS_05486,3,not_fetched,
CLS_05487,3,not_fetched,
CLS_05488,3,not_fetched,
CLS_05489,3,not_fetched,
CLS_05490,3,not_fetched,
CLS_05491,3,not_fetched,
CLS_05492,3,not_fetched,
CLS_05493,3,not_fetched,
CLS_05494,3,not_fetched,
CLS_05495,3,not_fetched,
CLS_05496,3,not_fetched,
CLS_05497,3,not_fetched,
CLS_05498,3,not_fetched,
CLS_05499,3,not_fetched,
CLS_05500,3,not_fetched,
CLS_05501,3,not_fetched,
CLS_05502,3,not_fetched,
CLS_05503,3,not_fetched,
CLS_05504,3,not_fetched,
CLS_05505,3,not_fetched,
CLS_05506,3,not_fetched,
CLS_05507,3,not_fetched,
CLS_05508,3,not_fetched,
CLS_05509,3,not_fetched,
CLS_05510,3,not_fetched,
CLS_05511,3,not_fetched,
CLS_05512,3,not_fetched,
CLS_05513,3,not_fetched,
CLS_05514,3,not_fetched,
CLS_05515,3,not_fetched,
CLS_05516,3,not_fetched,
CLS_05517,3,not_fetched,
CLS_05518,3,not_fetched,
CLS_05519,3,not_fetched,
CLS_05520,3,not_fetched,
CLS_05521,3,not_fetched,
CLS_05522,3,not_fetched,
CLS_05523,3,not_fetched,
CLS_05524,3,not_fetched,
CLS_05525,3,not_fetched,
CLS_05526,3,not_fetched,
CLS_05527,3,not_fetched,
CLS_05528,3,not_fetched,
CLS_05529,3,not_fetched,
CLS_05530,3,not_fetched,
CLS_05531,3,not_fetched,
CLS_05532,3,not_fetched,
CLS_05533,3,not_fetched,
CLS_05534,3,not_fetched,
CLS_05535,3,not_fetched,
CLS_05536,3,not_fetched,
CLS_05537,3,not_fetched,
CLS_05538,3,not_fetched,
CLS_05539,3,not_fetched,
CLS_05540,3,not_fetched,
CLS_05541,3,not_fetched,
CLS_05542,3,not_fetched,
CLS_05543,3,not_fetched,
CLS_05544,3,not_fetched,
CLS_05545,3,not_fetched,
CLS_05546,3,not_fetched,
CLS_05547,3,not_fetched,
CLS_05548,3,not_fetched,
CLS_05549,3,not_fetched,
CLS_05550,3,not_fetched,
CLS_05551,3,not_fetched,
CLS_05552,3,not_fetched,
CLS_05553,3,not_fetched,
CLS_05554,3,not_fetched,
CLS_05555,3,not_fetched,
CLS_05556,3,not_fetched,
CLS_05557,3,not_fetched,
CLS_05558,3,not_fetched,
CLS_05559,3,not_fetched,
CLS_05560,3,not_fetched,
CLS_05561,3,not_fetched,
CLS_05562,3,not_fetched,
CLS_05563,3,not_fetched,
CLS_05564,3,not_fetched,
CLS_05565,3,not_fetched,
CLS_05566,3,not_fetched,
CLS_05567,3,not_fetched,
CLS_05568,3,not_fetched,
CLS_05569,3,not_fetched,
CLS_05570,3,not_fetched,
CLS_05571,3,not_fetched,
CLS_05572,3,not_fetched,
CLS_05573,3,not_fetched,
CLS_05574,3,not_fetched,
CLS_05575,3,not_fetched,
CLS_05576,3,not_fetched,
CLS_05577,3,not_fetched,
CLS_05578,3,not_fetched,
CLS_05579,3,not_fetched,
CLS_05580,3,not_fetched,
CLS_05581,3,not_fetched,
CLS_05582,3,not_fetched,
CLS_05583,3,not_fetched,
CLS_05584,3,not_fetched,
CLS_05585,3,not_fetched,
CLS_05586,3,not_fetched,
CLS_05587,3,not_fetched,
CLS_05588,3,not_fetched,
CLS_05589,3,not_fetched,
CLS_05590,3,not_fetched,
CLS_05591,3,not_fetched,
CLS_05592,3,not_fetched,
CLS_05593,3,not_fetched,
CLS_05594,3,not_fetched,
CLS_05595,3,not_fetched,
CLS_05596,3,not_fetched,
CLS_05597,3,not_fetched,
CLS_05598,3,not_fetched,
CLS_05599,3,not_fetched,
CLS_05600,3,not_fetched,
