sample_id,image_path,gridsat_slot,time_offset_h,missing_fraction,bt_mean_k,bt_min_k,cold_cloud_fraction,central_cold_cloud_fraction,pixel_sha256,dhash,label,class_code,class_name,storm_id,name,basin,subbasin,region,subregion,timestamp,latitude,longitude,nature,usa_wind_kt,imd_category_of_usa_wind,wmo_wind_kt,wmo_agency,usa_sshs,dataset_a_wind_kt,in_dataset_a
CLS_01239,data/processed/classification/D-DD/CLS_01239.png,2022-01-07T12:00:00Z,0.0,0.0,262.07,186.86,0.19988,0.30414,312965643a7c77f09ad4f57bda1f55be07e3a8b128cd08b201cbb270b4c01ffa,1999ec7034379fc7,0,D-DD,Depression / Deep Depression,2022008S17173,CODY,SP,MM,pacific_ocean,southern_pacific,2022-01-07T12:00:00Z,-17.4,172.8,TS,25.0,D,,,-1,25.0,True
CLS_01240,data/processed/classification/D-DD/CLS_01240.png,2022-01-08T18:00:00Z,0.0,0.0,274.19,180.05,0.13773,0.2587,c81af13e9849887774988c7e8897c31dd5eb1a8154643cc2cbe4135382cb4360,a1d8b0a0b0d96561,0,D-DD,Depression / Deep Depression,2022008S13148,TIFFANY,SP,EA,pacific_ocean,southern_pacific,2022-01-08T18:00:00Z,-13.7,147.9,TS,30.0,DD,30.0,bom,-1,30.0,True
CLS_01241,data/processed/classification/D-DD/CLS_01241.png,2022-01-09T00:00:00Z,0.0,0.0,260.77,193.63,0.29396,0.39089,64adc71d5b75496b81ebf7ee1893e9f432be43e982e6ba39bb16e1d5ff974561,81b4ecd4fc1ccec7,0,D-DD,Depression / Deep Depression,2022008S17173,CODY,SP,MM,pacific_ocean,southern_pacific,2022-01-09T00:00:00Z,-18.3,175.3,TS,30.0,DD,,,-1,30.0,True
CLS_01242,data/processed/classification/D-DD/CLS_01242.png,2022-01-23T06:00:00Z,0.0,0.0,262.9,188.35,0.21148,0.52142,8f1a0c5cad37b9e2a7123a0c24a54526dd4ec2330c37a031e998e7b50e89cf1f,9ec7f262ccd07008,0,D-DD,Depression / Deep Depression,2022020S13060,ANA,SI,MM,south_indian_ocean,,2022-01-23T06:00:00Z,-15.8,45.3,TS,30.0,DD,25.0,reunion,-1,25.0,True
CLS_01243,data/processed/classification/D-DD/CLS_01243.png,2022-01-30T09:00:00Z,0.0,0.0,266.3,186.55,0.14663,0.25935,cc9f1eef6c3b02ad5fc0a2ac26fb4c85ed31ce4fdeb996bb393d6db5d4ba9d9f,c0c26366545f1231,0,D-DD,Depression / Deep Depression,2022030S14147,UNNAMED,SP,EA,pacific_ocean,southern_pacific,2022-01-30T09:00:00Z,-13.7,149.0,TS,28.0,DD,,,-1,28.0,True
CLS_01244,data/processed/classification/D-DD/CLS_01244.png,2022-02-02T15:00:00Z,0.0,0.0,265.0,187.22,0.18215,0.19574,1409ae4a73f1a9807dde64c53a604ace031df434539c6094b3743d16aec9572f,5139d8ccdcc14103,0,D-DD,Depression / Deep Depression,2022030S14147,UNNAMED,SP,EA,pacific_ocean,southern_pacific,2022-02-02T15:00:00Z,-16.0,156.9,TS,23.0,D,,,-1,23.0,True
CLS_01245,data/processed/classification/D-DD/CLS_01245.png,2022-02-07T15:00:00Z,0.0,0.0,256.75,181.93,0.28002,0.53929,b61217ecc008eeeeb19f640ac15b3805642c85bf06b21dc83c93acde7be87d2b,64e7d2f0f932b0a0,0,D-DD,Depression / Deep Depression,2022038S19164,DOVI,SP,MM,pacific_ocean,southern_pacific,2022-02-07T15:00:00Z,-19.0,165.5,TS,25.0,D,,,-1,25.0,True
CLS_01246,data/processed/classification/D-DD/CLS_01246.png,2022-02-12T12:00:00Z,0.0,0.0,277.51,193.99,0.07959,0.0574,2ec3fe8a25dea97775437a6f134903a636cad4566de44f84730ba2f0d2271754,84e69c606135f06b,0,D-DD,Depression / Deep Depression,2022042S12063,DUMAKO,SI,MM,south_indian_ocean,,2022-02-12T12:00:00Z,-13.9,62.8,TS,30.0,DD,30.0,reunion,-1,30.0,True
CLS_01247,data/processed/classification/D-DD/CLS_01247.png,2022-02-26T21:00:00Z,0.0,0.0,270.69,186.35,0.10417,0.23024,a5921a65ae822acfd80a05039cc4720db63fc9d44023af3cad29a00e2fc79212,4c2e26d1c167b2e1,0,D-DD,Depression / Deep Depression,2022054S14085,UNNAMED,SI,WA,south_indian_ocean,,2022-02-26T21:00:00Z,-14.0,91.3,TS,30.0,DD,,,-1,30.0,True
CLS_01248,data/processed/classification/D-DD/CLS_01248.png,2022-02-28T15:00:00Z,0.0,0.0,257.31,184.51,0.24669,0.4474,bfa4f50e3cc239a7921e35cad40be515e4afb01fec7390ebc3a1716d38157bf2,d2c9e5f1f9b93241,0,D-DD,Depression / Deep Depression,2022058S17163,EVA,SP,MM,pacific_ocean,southern_pacific,2022-02-28T15:00:00Z,-21.6,166.7,TS,25.0,D,,,-1,25.0,True
CLS_01249,data/processed/classification/D-DD/CLS_01249.png,2022-03-01T00:00:00Z,0.0,0.0,275.68,191.14,0.09266,0.17805,46eda6dcf9cc482c2816c5795e84899b3472b8b5d84c288a8876de37d391f889,0c03886461738cb2,0,D-DD,Depression / Deep Depression,2022059S10106,UNNAMED,SI,WA,south_indian_ocean,,2022-03-01T00:00:00Z,-10.7,110.5,TS,25.0,D,,,-1,25.0,True
CLS_01250,data/processed/classification/D-DD/CLS_01250.png,2022-03-03T00:00:00Z,0.0,0.0,264.37,189.24,0.18542,0.52556,327c4da0195ef1d2ddc00e42b5b18056a472b07269fc6925f3ac573caca35b5b,54f0f8f8f40c2c6d,0,D-DD,Depression / Deep Depression,2022062N06085,UNNAMED,NI,BB,north_indian_ocean,bay_of_bengal,2022-03-03T00:00:00Z,6.5,84.9,TS,25.0,D,25.0,newdelhi,-1,25.0,True
CLS_01251,data/processed/classification/D-DD/CLS_01251.png,2022-03-03T18:00:00Z,0.0,0.0,272.17,192.07,0.12024,0.23355,c8ba1804d87e96cd1a8ee621a5145ef4256ba287ca7f049b90f07a65e3e9f6ed,39f8f8f167a7ddfc,0,D-DD,Depression / Deep Depression,2022062N06085,UNNAMED,NI,BB,north_indian_ocean,bay_of_bengal,2022-03-03T18:00:00Z,8.2,83.4,TS,25.0,D,25.0,newdelhi,-1,25.0,True
CLS_01252,data/processed/classification/D-DD/CLS_01252.png,2022-03-04T12:00:00Z,0.0,0.0,264.82,182.84,0.18273,0.54024,2f6c48705f8812b26030c6a74a5f6e26ff2c31361eaaeb2e096fc6c95ae9f943,bcfcf87070e4d5cc,0,D-DD,Depression / Deep Depression,2022062N06085,UNNAMED,NI,BB,north_indian_ocean,bay_of_bengal,2022-03-04T12:00:00Z,10.3,83.2,TS,30.0,DD,30.0,newdelhi,-1,30.0,True
CLS_01253,data/processed/classification/D-DD/CLS_01253.png,2022-03-05T21:00:00Z,0.0,0.0,283.0,203.37,0.02391,0.04888,c05c82c6086acb1ad3c583f7684af0a29dce27380be2921d5ff3d9bae007a5b4,3b3efcfcbc8de3f5,0,D-DD,Depression / Deep Depression,2022062N06085,UNNAMED,NI,BB,north_indian_ocean,bay_of_bengal,2022-03-05T21:00:00Z,11.1,82.6,TS,28.0,DD,,,-1,28.0,True
CLS_01254,data/processed/classification/D-DD/CLS_01254.png,2022-03-06T09:00:00Z,0.0,0.0,287.75,207.41,0.01339,0.01095,cc638a814c202118b9e54f2939a1a61919343878f6fc371a7fd8aada77ea8cb8,1f3f7b6ca4d7eefd,0,D-DD,Depression / Deep Depression,2022062N06085,UNNAMED,NI,BB,north_indian_ocean,bay_of_bengal,2022-03-06T09:00:00Z,10.9,81.4,TS,23.0,D,,,-1,23.0,True
CLS_01255,data/processed/classification/D-DD/CLS_01255.png,2022-03-23T00:00:00Z,0.0,0.0,272.14,185.88,0.13363,0.42716,21dacdd1b8fcf5eeda6944dfdfdb77153bf16c97f5e7e027347445e0b44a94e7,9ee7e1e4b0f0fe73,0,D-DD,Depression / Deep Depression,2022080S09087,HALIMA,SI,MM,south_indian_ocean,,2022-03-23T00:00:00Z,-12.5,77.4,TS,30.0,DD,30.0,reunion,-1,30.0,True
CLS_01256,data/processed/classification/D-DD/CLS_01256.png,2022-03-24T09:00:00Z,0.0,0.0,269.42,181.96,0.10147,0.16325,34c83f0da7c99b47e1519e753abc21722ac63ff15b007d9f8408a0a08df506e1,74347c79d9f9c0c0,0,D-DD,Depression / Deep Depression,2022076S10126,CHARLOTTE,SI,WA,south_indian_ocean,,2022-03-24T09:00:00Z,-21.6,107.2,TS,30.0,DD,,,-1,30.0,True
CLS_01257,data/processed/classification/D-DD/CLS_01257.png,2022-04-03T21:00:00Z,0.0,0.0,270.15,182.27,0.16491,0.50012,da32097a0d7636aeb8054b93393f6c23f0aca20855379e18194a168f22e5cbce,e6f071e0f0f0702d,0,D-DD,Depression / Deep Depression,2022094S15163,FILI,SP,MM,pacific_ocean,southern_pacific,2022-04-03T21:00:00Z,-15.8,163.7,TS,28.0,DD,,,-1,28.0,True
CLS_01258,data/processed/classification/D-DD/CLS_01258.png,2022-05-06T21:00:00Z,0.0,0.0,248.1,183.21,0.35702,0.45657,9c8c26265ed0a07978f54b2e90c2fed61b119facb763f4b81a829c1b157fadb7,76fccca3f3a29bf9,0,D-DD,Depression / Deep Depression,2022126N07095,ASANI,NI,BB,north_indian_ocean,bay_of_bengal,2022-05-06T21:00:00Z,8.9,91.9,TS,33.0,DD,,,-1,33.0,True
CLS_01259,data/processed/classification/D-DD/CLS_01259.png,2022-05-12T00:00:00Z,0.0,0.0,272.68,182.53,0.08859,0.26136,d725c4574737826f74572ab39e83b5da39e2ed2fa4d101f0bf673a759886d7f0,d6f4c8e1e5868e8d,0,D-DD,Depression / Deep Depression,2022126N07095,ASANI,NI,BB,north_indian_ocean,bay_of_bengal,2022-05-12T00:00:00Z,15.6,80.4,TS,25.0,D,25.0,newdelhi,-1,25.0,True
CLS_01260,data/processed/classification/D-DD/CLS_01260.png,2022-05-16T18:00:00Z,0.0,0.0,273.06,191.96,0.12404,0.39864,880d3470c77416c5061bfe566022344893d9f3da5f35a9105435cc7e68e9d236,c8e4e2e0b1b8385b,0,D-DD,Depression / Deep Depression,2022137S13171,GINA,SP,MM,pacific_ocean,southern_pacific,2022-05-16T18:00:00Z,-13.3,171.5,TS,25.0,D,,,-1,25.0,True
CLS_01261,data/processed/classification/D-DD/CLS_01261.png,2022-05-28T00:00:00Z,0.0,0.0,267.15,191.06,0.16295,0.26799,01267f647dd99a4670e8cfad87f16ab07e75463fb4e2922c7f7ca19b0befed43,af7b723972d3c6de,0,D-DD,Depression / Deep Depression,2022148N13263,AGATHA,EP,MM,pacific_ocean,eastern_pacific,2022-05-28T00:00:00Z,12.8,-97.7,TS,30.0,DD,30.0,hurdat_epa,-1,30.0,True
CLS_01262,data/processed/classification/D-DD/CLS_01262.png,2022-06-29T15:00:00Z,0.0,0.0,252.11,181.68,0.2767,0.43148,5501630376a0f0315e12d64e2ac953a41a1cdfbf7fb94926a2563ce4ab47e8f0,b0381d6c66ef6b26,0,D-DD,Depression / Deep Depression,2022180N15117,CHABA,WP,MM,pacific_ocean,western_pacific,2022-06-29T15:00:00Z,15.6,115.6,TS,28.0,DD,,,-1,28.0,True
CLS_01263,data/processed/classification/D-DD/CLS_01263.png,2022-07-15T21:00:00Z,0.0,0.0,266.67,192.45,0.19275,0.51882,718c9eaef09fab513592bb915fca4e729997e6eaf1bf4361af0fc5497eeb8da0,beeee7f1e42c9f9b,0,D-DD,Depression / Deep Depression,2022197N12260,ESTELLE,EP,MM,pacific_ocean,eastern_pacific,2022-07-15T21:00:00Z,12.8,-101.1,TS,33.0,DD,,,-1,33.0,True
CLS_01264,data/processed/classification/D-DD/CLS_01264.png,2022-07-31T18:00:00Z,0.0,0.0,280.61,194.35,0.04599,0.11118,edc1b697c8e14de02723909c1d677250935f2f29480c955d1cbd4afaf8c081e2,6b735977a6ec4c14,0,D-DD,Depression / Deep Depression,2022209N16246,GEORGETTE,EP,MM,pacific_ocean,eastern_pacific,2022-07-31T18:00:00Z,12.8,-129.7,TS,30.0,DD,30.0,hurdat_epa,-1,30.0,True
CLS_01265,data/processed/classification/D-DD/CLS_01265.png,2022-07-31T18:00:00Z,0.0,0.0,283.76,206.71,0.00866,0.0,a8e15ad6581c3357f15b1b64e9938de9a0ce277a59f5e82168ade930a9ea863e,0b0cc420687c1e8f,0,D-DD,Depression / Deep Depression,2022208S08092,UNNAMED,SI,WA,south_indian_ocean,,2022-07-31T18:00:00Z,-13.5,91.2,TS,25.0,D,35.0,bom,-1,35.0,True
CLS_01266,data/processed/classification/D-DD/CLS_01266.png,2022-08-12T03:00:00Z,0.0,0.0,266.75,185.48,0.14116,0.42615,34f4cecd88407a6e063f57e021f7de7eed22d9e6dbbcaf03281ce745d5b08075,7ef5e1e1e0c38189,0,D-DD,Depression / Deep Depression,2022224N22067,UNNAMED,NI,AS,north_indian_ocean,arabian_sea,2022-08-12T03:00:00Z,21.8,66.4,TS,33.0,DD,25.0,newdelhi,-1,25.0,True
CLS_01267,data/processed/classification/D-DD/CLS_01267.png,2022-08-13T03:00:00Z,0.0,0.0,270.51,196.44,0.11218,0.17391,5b82a2b1d61040d7ecbd675f7c1cdf66e3643c3fddf054392b4543fb4549212d,26f9d9c9c381c409,0,D-DD,Depression / Deep Depression,2022224N22067,UNNAMED,NI,AS,north_indian_ocean,arabian_sea,2022-08-13T03:00:00Z,21.8,63.6,TS,33.0,DD,25.0,newdelhi,-1,25.0,True
CLS_01268,data/processed/classification/D-DD/CLS_01268.png,2022-08-13T21:00:00Z,0.0,0.0,273.75,199.01,0.03379,0.00822,df4fede156b09a9fa875d83586286dc9f055319f687e1a9128ebe5a60993443d,7858d9890307071b,0,D-DD,Depression / Deep Depression,2022224N22067,UNNAMED,NI,AS,north_indian_ocean,arabian_sea,2022-08-13T21:00:00Z,22.6,66.4,TS,23.0,D,,,-1,23.0,True
CLS_01269,data/processed/classification/D-DD/CLS_01269.png,2022-08-17T15:00:00Z,0.0,0.0,261.79,186.61,0.16971,0.3832,7fec7ee90bee468e335e9253bd750eeeeef9ec619f774968eb5ea779ebcc7e90,5ec9f1e4e6c3a794,0,D-DD,Depression / Deep Depression,2022230N18095,UNNAMED,NI,BB,north_indian_ocean,bay_of_bengal,2022-08-17T15:00:00Z,18.3,94.5,TS,30.0,DD,,,-1,30.0,True
CLS_01270,data/processed/classification/D-DD/CLS_01270.png,2022-08-18T03:00:00Z,0.0,0.0,263.85,186.55,0.21447,0.42604,d85a16cdee16e6a344cb9470257246d929502718b27101b8cf3e59c3d9bb3d1d,ceb293c9c000b0e7,0,D-DD,Depression / Deep Depression,2022230N18095,UNNAMED,NI,BB,north_indian_ocean,bay_of_bengal,2022-08-18T03:00:00Z,19.2,92.7,TS,33.0,DD,,,-1,33.0,True
CLS_01271,data/processed/classification/D-DD/CLS_01271.png,2022-08-20T06:00:00Z,0.0,0.0,265.05,197.08,0.14374,0.31231,e98387e8cd4ad0614a267b1d5b483c8971bbef27bb8b22b03fddc3ae71981ff7,30230999f16161e8,0,D-DD,Depression / Deep Depression,2022230N18095,UNNAMED,NI,BB,north_indian_ocean,bay_of_bengal,2022-08-20T06:00:00Z,22.9,84.7,TS,25.0,D,30.0,newdelhi,-1,30.0,True
CLS_01272,data/processed/classification/D-DD/CLS_01272.png,2022-08-27T15:00:00Z,0.0,0.0,272.32,191.44,0.13007,0.36166,5e8c4b031e9ad882fa854a02cc45f3113be5a83690c0dde1b6204895b8991a27,b3b171b0b070ce92,0,D-DD,Depression / Deep Depression,2022239N22150,HINNAMNOR,WP,MM,pacific_ocean,western_pacific,2022-08-27T15:00:00Z,23.4,151.0,TS,30.0,DD,,,-1,30.0,True
CLS_01273,data/processed/classification/D-DD/CLS_01273.png,2022-08-31T00:00:00Z,0.0,0.0,276.37,194.1,0.11002,0.19041,4efe58f9787b984ce0bc5f5c4548820acf6f03426fe061c343afa68507626ae4,64e0e060e3c686a1,0,D-DD,Depression / Deep Depression,2022242N20133,UNNAMED,WP,MM,pacific_ocean,western_pacific,2022-08-31T00:00:00Z,20.3,132.4,TS,25.0,D,,,-1,25.0,True
CLS_01274,data/processed/classification/D-DD/CLS_01274.png,2022-09-11T12:00:00Z,0.0,0.0,277.19,196.13,0.11052,0.28379,4cd17e7dca2bea2db8eff288af50f2a7d243e24bc26e7ae8ba101440d9322712,736b2e5c78603bd3,0,D-DD,Depression / Deep Depression,2022254N21158,MERBOK,WP,MM,pacific_ocean,western_pacific,2022-09-11T12:00:00Z,20.9,160.4,TS,30.0,DD,35.0,tokyo,-1,35.0,True
CLS_01275,data/processed/classification/D-DD/CLS_01275.png,2022-09-25T21:00:00Z,0.0,0.0,271.18,194.34,0.1199,0.24296,924a9efa0fa260429d4fe7e407fa6b8ea9283269adca3aa3743a9c2e4f39fb13,c3432625f0b07098,0,D-DD,Depression / Deep Depression,2022268S09088,ASHLEY,SI,MM,south_indian_ocean,,2022-09-25T21:00:00Z,-11.2,85.0,TS,28.0,DD,,,-1,28.0,True
CLS_01276,data/processed/classification/D-DD/CLS_01276.png,2022-09-28T18:00:00Z,0.0,0.0,278.27,196.35,0.06497,0.15178,1e296b7d87cb3b5ab02e2745d64e12f263e4d5936e42eb81ab02412d06510fce,58ae3773a3c76619,0,D-DD,Depression / Deep Depression,2022272N14258,ORLENE,EP,MM,pacific_ocean,eastern_pacific,2022-09-28T18:00:00Z,13.8,-102.3,TS,30.0,DD,30.0,hurdat_epa,-1,30.0,True
CLS_01277,data/processed/classification/D-DD/CLS_01277.png,2022-10-04T12:00:00Z,0.0,0.0,256.08,186.11,0.198,0.36645,129b9c79d259df31bf3f1c0cce47c68f09360bcb9b4aefa40e6d5ed5607f81e1,3cbc7c8cf0f2e261,0,D-DD,Depression / Deep Depression,2022276S05090,BALITA,SI,MM,south_indian_ocean,,2022-10-04T12:00:00Z,-8.3,89.1,TS,25.0,D,25.0,reunion,-1,25.0,True
CLS_01278,data/processed/classification/D-DD/CLS_01278.png,2022-10-10T12:00:00Z,0.0,0.0,261.2,188.61,0.19948,0.32089,bf33647e4d83f59e87a3c219f8dd190af9aaf1e1a282e1772e1c9841207d841f,785cd2f2e220d38b,0,D-DD,Depression / Deep Depression,2022280N11294,JULIA,EP,MM,pacific_ocean,eastern_pacific,2022-10-10T12:00:00Z,13.7,-89.9,TS,30.0,DD,30.0,hurdat_atl,-1,30.0,True
CLS_01279,data/processed/classification/D-DD/CLS_01279.png,2022-10-20T00:00:00Z,0.0,0.0,270.12,187.5,0.10079,0.28568,59e37f42f181519037ff1b33a2ac9de8fa93fe091542c3c7b3c415aa89e78a28,d8c817f0f0c28636,0,D-DD,Depression / Deep Depression,2022293N15259,ROSLYN,EP,MM,pacific_ocean,eastern_pacific,2022-10-20T00:00:00Z,15.1,-100.9,TS,30.0,DD,30.0,hurdat_epa,-1,30.0,True
CLS_01280,data/processed/classification/D-DD/CLS_01280.png,2022-10-22T03:00:00Z,0.0,0.0,261.98,186.44,0.24645,0.38976,d969b932f4eb36ed2204aaf0cd537686c25d586e6812485c618586233d53ef29,13b4707018b89578,0,D-DD,Depression / Deep Depression,2022295N13093,SITRANG,NI,BB,north_indian_ocean,bay_of_bengal,2022-10-22T03:00:00Z,13.4,92.1,TS,25.0,D,25.0,newdelhi,-1,25.0,True
CLS_01281,data/processed/classification/D-DD/CLS_01281.png,2022-10-22T18:00:00Z,0.0,0.0,258.12,186.24,0.21405,0.47592,9bdb21ab36bfbb71071495841351dc0ef0d2e88d59886ca0289e617a3a966dd8,6978f9f0eceae69d,0,D-DD,Depression / Deep Depression,2022295N13093,SITRANG,NI,BB,north_indian_ocean,bay_of_bengal,2022-10-22T18:00:00Z,15.0,89.5,TS,30.0,DD,25.0,newdelhi,-1,25.0,True
CLS_01282,data/processed/classification/D-DD/CLS_01282.png,2022-10-23T06:00:00Z,0.0,0.0,259.59,186.27,0.25013,0.60438,b493ca5dffcd1b627ef3da316f15749cab70248a6192dcacf12df487ab2f544e,6cd8f0e0e878764e,0,D-DD,Depression / Deep Depression,2022295N13093,SITRANG,NI,BB,north_indian_ocean,bay_of_bengal,2022-10-23T06:00:00Z,15.6,88.1,TS,30.0,DD,30.0,newdelhi,-1,30.0,True
CLS_01283,data/processed/classification/D-DD/CLS_01283.png,2022-12-06T09:00:00Z,0.0,0.0,241.28,186.47,0.47926,0.68053,66adfabfa5b137ce74bbac499086faaf7ca1ba5b1232cc07f2531ed13f553f49,f8e4e1e0e0e7cdf9,0,D-DD,Depression / Deep Depression,2022338N05100,MANDOUS,NI,BB,north_indian_ocean,bay_of_bengal,2022-12-06T09:00:00Z,8.3,87.8,TS,33.0,DD,,,-1,33.0,True
CLS_01284,data/processed/classification/D-DD/CLS_01284.png,2022-12-09T21:00:00Z,0.0,0.0,263.91,186.2,0.13341,0.09704,0a7ec61f37154f00a4c6bb8ce54ac28adf74b1486fbf15f98c0be5af9d5746c7,f9f4f4e4e48df978,0,D-DD,Depression / Deep Depression,2022338N05100,MANDOUS,NI,BB,north_indian_ocean,bay_of_bengal,2022-12-09T21:00:00Z,12.8,80.1,TS,33.0,DD,35.0,newdelhi,-1,35.0,True
CLS_01285,data/processed/classification/D-DD/CLS_01285.png,2022-12-10T09:00:00Z,0.0,0.0,270.77,194.77,0.11626,0.05432,add4d5e97436991d1e10c0f9c9cf6b0e9eb7487fbe094a59e41269436fe5f03d,396ce6e0e2ebf278,0,D-DD,Depression / Deep Depression,2022338N05100,MANDOUS,NI,BB,north_indian_ocean,bay_of_bengal,2022-12-10T09:00:00Z,12.9,79.1,TS,20.0,D,,,-1,20.0,True
CLS_01286,data/processed/classification/D-DD/CLS_01286.png,2022-12-11T00:00:00Z,0.0,0.0,269.91,188.18,0.1174,0.22462,6027021b3b71fca606642315fcc56b934bce2e07441075f1e6f31b6c416c6e1d,6f7ef67362d09221,0,D-DD,Depression / Deep Depression,2022342N06133,PAKHAR,WP,MM,pacific_ocean,western_pacific,2022-12-11T00:00:00Z,16.9,125.5,TS,30.0,DD,,tokyo,-1,30.0,True
CLS_01287,data/processed/classification/D-DD/CLS_01287.png,2022-12-13T06:00:00Z,0.0,0.0,281.95,191.62,0.07273,0.25669,b3e11b6b9786c0958f052b13aaf4feb9ae01fcd258faee651fea334cef05d145,7ed8e06262f30d17,0,D-DD,Depression / Deep Depression,2022347N12074,UNNAMED,NI,AS,north_indian_ocean,arabian_sea,2022-12-13T06:00:00Z,12.8,72.6,TS,30.0,DD,,,-1,30.0,True
CLS_01288,data/processed/classification/D-DD/CLS_01288.png,2022-12-16T03:00:00Z,0.0,0.0,286.55,196.35,0.03746,0.13,0a90c93fa075ed5febd0fd1ba1d7a02bc0ff6eb6f7d2c001da295ade98818ae9,3f78d8d8d861764b,0,D-DD,Depression / Deep Depression,2022347N12074,UNNAMED,NI,AS,north_indian_ocean,arabian_sea,2022-12-16T03:00:00Z,13.9,64.7,TS,33.0,DD,30.0,newdelhi,-1,30.0,True
CLS_01289,data/processed/classification/D-DD/CLS_01289.png,2022-12-16T18:00:00Z,0.0,0.0,290.12,200.74,0.00875,0.03272,9df6be6c7c9a587e4495cfabf1c24a4810dd55f2a90461171a594a4c0a01ebaf,9f2c79d8ecc44a23,0,D-DD,Depression / Deep Depression,2022347N12074,UNNAMED,NI,AS,north_indian_ocean,arabian_sea,2022-12-16T18:00:00Z,14.1,62.9,TS,25.0,D,25.0,newdelhi,-1,25.0,True
CLS_01290,data/processed/classification/D-DD/CLS_01290.png,2022-12-17T06:00:00Z,0.0,0.0,291.45,196.35,0.01234,0.04751,507323f00cb9ca8ca51c76ce6331bb969aa1be4e7f3355bbfb0c70532e79fb1f,39fcfc707256661b,0,D-DD,Depression / Deep Depression,2022347N12074,UNNAMED,NI,AS,north_indian_ocean,arabian_sea,2022-12-17T06:00:00Z,13.9,61.6,TS,25.0,D,25.0,newdelhi,-1,25.0,True
CLS_01291,data/processed/classification/D-DD/CLS_01291.png,2022-12-17T18:00:00Z,0.0,0.0,290.37,185.84,0.00413,0.01639,1692bf8ce37adbb91d96bcd37b9c8a348074d0bd7b5707d49cc1badd887eda01,489e3c70f2676603,0,D-DD,Depression / Deep Depression,2022347N12074,UNNAMED,NI,AS,north_indian_ocean,arabian_sea,2022-12-17T18:00:00Z,13.6,59.7,TS,25.0,D,,,-1,25.0,True
CLS_01292,data/processed/classification/D-DD/CLS_01292.png,2022-12-18T15:00:00Z,0.0,0.0,288.6,213.18,0.01015,0.02763,58dff267efec3d81d23f3131aa3936f3d31f870fcb43a3eaad22520aae5aec58,1e3c3870a430f2f4,0,D-DD,Depression / Deep Depression,2022347N12074,UNNAMED,NI,AS,north_indian_ocean,arabian_sea,2022-12-18T15:00:00Z,12.6,56.0,TS,25.0,D,,,-1,25.0,True
CLS_01293,data/processed/classification/D-DD/CLS_01293.png,2022-12-30T18:00:00Z,0.0,0.0,248.81,180.67,0.28311,0.50396,804d0c8a1b76cdf5961e0943678f3d239ac79fad348cf2a9f9ec30172ea2d94b,0d9dd0c3a7a4f07a,0,D-DD,Depression / Deep Depression,2022355S10128,ELLIE,SI,WA,south_indian_ocean,,2022-12-30T18:00:00Z,-16.8,127.9,TS,25.0,D,20.0,bom,-1,20.0,True
CLS_01294,data/processed/classification/D-DD/CLS_01294.png,2023-01-05T21:00:00Z,0.0,0.0,261.89,183.87,0.17473,0.20923,bb8a78f5c4a5b77a06998828f3cf902134969e3b5bea4e6c6d025ea6a2dabff5,1b0d3479f8f0f80f,0,D-DD,Depression / Deep Depression,2023005S18142,HALE,SP,EA,pacific_ocean,southern_pacific,2023-01-05T21:00:00Z,-18.5,149.1,TS,25.0,D,,,-1,25.0,True
CLS_01295,data/processed/classification/D-DD/CLS_01295.png,2023-01-13T21:00:00Z,0.0,0.0,266.91,185.56,0.16092,0.41503,9ad0803c6838a51ce32d4d094892214c0829dee9e4da27a17119e580bcab06f8,6a62b1f8f0e30b32,0,D-DD,Depression / Deep Depression,2023013S08081,CHENESO,SI,MM,south_indian_ocean,,2023-01-13T21:00:00Z,-7.4,80.6,TS,25.0,D,,,-1,25.0,True
CLS_01296,data/processed/classification/D-DD/CLS_01296.png,2023-01-17T06:00:00Z,0.0,0.0,256.66,192.73,0.21192,0.42686,623e83000170928f1811e099566a66e6834ae699ca3872e96d610a184766aaa6,83f37bb9380cc3a0,0,D-DD,Depression / Deep Depression,2023016S15160,IRENE,SP,EA,pacific_ocean,southern_pacific,2023-01-17T06:00:00Z,-17.0,158.2,TS,30.0,DD,25.0,bom,-1,25.0,True
CLS_01297,data/processed/classification/D-DD/CLS_01297.png,2023-01-17T21:00:00Z,0.0,0.0,252.91,186.86,0.28229,0.44675,0da0d9bd07155b95a44670eec86a022dfdbeeafe3a56e5a85c0102397076d03a,b8cae43419ceecf9,0,D-DD,Depression / Deep Depression,2023016S15160,IRENE,SP,MM,pacific_ocean,southern_pacific,2023-01-17T21:00:00Z,-17.6,161.2,TS,33.0,DD,,,-1,33.0,True
CLS_01298,data/processed/classification/D-DD/CLS_01298.png,2023-01-20T03:00:00Z,0.0,0.0,262.89,186.12,0.21765,0.46006,ea13ffb66e398d5fb5abd4ef83aca4f97b3244cb3d492b600ee3bab26a286e91,d0a2d3f97838bcdc,0,D-DD,Depression / Deep Depression,2023020S18156,UNNAMED,SP,EA,pacific_ocean,southern_pacific,2023-01-20T03:00:00Z,-18.6,158.0,TS,30.0,DD,,,-1,30.0,True
