sample_id,label,class_code,class_name,storm_id,name,basin,subbasin,region,subregion,timestamp,latitude,longitude,nature,usa_wind_kt,imd_category_of_usa_wind,wmo_wind_kt,wmo_agency,usa_sshs,dataset_a_wind_kt,in_dataset_a
CLS_01060,0,D-DD,Depression / Deep Depression,2018313S05090,BOUCHRA,SI,MM,south_indian_ocean,,2018-11-17T06:00:00Z,-11.2,88.5,TS,30.0,DD,25.0,reunion,-1,25.0,True
CLS_01061,0,D-DD,Depression / Deep Depression,2018314N12093,GAJA,NI,AS,north_indian_ocean,arabian_sea,2018-11-18T06:00:00Z,10.5,69.1,TS,25.0,D,30.0,newdelhi,-1,30.0,True
CLS_01062,0,D-DD,Depression / Deep Depression,2018324N04156,MAN-YI,WP,MM,pacific_ocean,western_pacific,2018-11-20T15:00:00Z,5.3,153.1,TS,30.0,DD,,,-1,30.0,True
CLS_01063,0,D-DD,Depression / Deep Depression,2018347N07089,PHETHAI,NI,BB,north_indian_ocean,bay_of_bengal,2018-12-14T00:00:00Z,7.9,87.6,TS,30.0,DD,30.0,newdelhi,-1,30.0,True
CLS_01064,0,D-DD,Depression / Deep Depression,2018347N07089,PHETHAI,NI,BB,north_indian_ocean,bay_of_bengal,2018-12-15T00:00:00Z,9.0,85.7,TS,30.0,DD,30.0,newdelhi,-1,30.0,True
CLS_01065,0,D-DD,Depression / Deep Depression,2018334S09156,OWEN,SP,EA,pacific_ocean,southern_pacific,2018-12-15T12:00:00Z,-18.0,145.4,TS,30.0,DD,30.0,bom,-1,30.0,True
CLS_01066,0,D-DD,Depression / Deep Depression,2018347N07089,PHETHAI,NI,BB,north_indian_ocean,bay_of_bengal,2018-12-17T18:00:00Z,17.8,82.8,TS,25.0,D,25.0,newdelhi,-1,25.0,True
CLS_01067,0,D-DD,Depression / Deep Depression,2019001S10162,MONA,SP,MM,pacific_ocean,southern_pacific,2019-01-01T15:00:00Z,-7.6,169.7,TS,25.0,D,,,-1,25.0,True
CLS_01068,0,D-DD,Depression / Deep Depression,2018365N08115,PABUK,NI,BB,north_indian_ocean,bay_of_bengal,2019-01-04T21:00:00Z,8.7,98.7,TS,33.0,DD,45.0,newdelhi,-1,45.0,True
CLS_01069,0,D-DD,Depression / Deep Depression,2018365N08115,PABUK,NI,BB,north_indian_ocean,bay_of_bengal,2019-01-05T09:00:00Z,9.5,97.7,TS,28.0,DD,40.0,newdelhi,-1,40.0,True
CLS_01070,0,D-DD,Depression / Deep Depression,2018365N08115,PABUK,NI,BB,north_indian_ocean,bay_of_bengal,2019-01-05T21:00:00Z,10.5,95.9,TS,28.0,DD,35.0,newdelhi,-1,35.0,True
CLS_01071,0,D-DD,Depression / Deep Depression,2018365N08115,PABUK,NI,BB,north_indian_ocean,bay_of_bengal,2019-01-06T09:00:00Z,11.1,92.9,TS,23.0,D,,,-1,23.0,True
CLS_01072,0,D-DD,Depression / Deep Depression,2019001S10162,MONA,SP,MM,pacific_ocean,southern_pacific,2019-01-08T15:00:00Z,-21.5,180.6,TS,23.0,D,,,-1,23.0,True
CLS_01073,0,D-DD,Depression / Deep Depression,2018363S12145,PENNY,SP,EA,pacific_ocean,southern_pacific,2019-01-09T09:00:00Z,-20.3,147.9,TS,23.0,D,,,-1,23.0,True
CLS_01074,0,D-DD,Depression / Deep Depression,2019040S17183,NEIL,SP,MM,pacific_ocean,southern_pacific,2019-02-10T09:00:00Z,-25.0,-173.4,TS,30.0,DD,,,-1,30.0,True
CLS_01075,0,D-DD,Depression / Deep Depression,2019042S17162,OMA,SP,MM,pacific_ocean,southern_pacific,2019-02-11T15:00:00Z,-14.6,163.0,TS,28.0,DD,,,-1,28.0,True
CLS_01076,0,D-DD,Depression / Deep Depression,2019057S13184,POLA,SP,MM,pacific_ocean,southern_pacific,2019-02-25T12:00:00Z,-12.8,-176.1,TS,25.0,D,,,-1,25.0,True
CLS_01077,0,D-DD,Depression / Deep Depression,2019067S11115,SAVANNAH,SI,WA,south_indian_ocean,,2019-03-13T03:00:00Z,-9.2,97.8,TS,30.0,DD,,,-1,30.0,True
CLS_01078,0,D-DD,Depression / Deep Depression,2019112S10053,KENNETH,SI,MM,south_indian_ocean,,2019-04-22T15:00:00Z,-9.9,51.6,TS,33.0,DD,,,-1,33.0,True
CLS_01079,0,D-DD,Depression / Deep Depression,2019112S04079,LORNA,SI,MM,south_indian_ocean,,2019-04-22T18:00:00Z,-6.1,80.8,TS,30.0,DD,25.0,reunion,-1,25.0,True
CLS_01080,0,D-DD,Depression / Deep Depression,2019126S05129,LILI,SI,WA,south_indian_ocean,,2019-05-07T00:00:00Z,-5.9,129.5,TS,25.0,D,25.0,bom,-1,25.0,True
CLS_01081,0,D-DD,Depression / Deep Depression,2019129S10160,ANN,SP,EA,pacific_ocean,southern_pacific,2019-05-15T06:00:00Z,-12.6,142.4,TS,25.0,D,25.0,bom,-1,25.0,True
CLS_01082,0,D-DD,Depression / Deep Depression,2019177N15256,ALVIN,EP,MM,pacific_ocean,eastern_pacific,2019-06-26T00:00:00Z,15.3,-106.5,TS,30.0,DD,30.0,hurdat_epa,-1,30.0,True
CLS_01083,0,D-DD,Depression / Deep Depression,2019193N14255,UNNAMED,EP,MM,pacific_ocean,eastern_pacific,2019-07-12T21:00:00Z,15.2,-107.5,TS,30.0,DD,,,-1,30.0,True
CLS_01084,0,D-DD,Depression / Deep Depression,2019205N23137,NARI,WP,MM,pacific_ocean,western_pacific,2019-07-27T03:00:00Z,35.2,136.5,TS,28.0,DD,,,-1,28.0,True
CLS_01085,0,D-DD,Depression / Deep Depression,2019210N11253,FLOSSIE,EP,MM,pacific_ocean,eastern_pacific,2019-07-28T21:00:00Z,12.0,-109.5,TS,30.0,DD,,,-1,30.0,True
CLS_01086,0,D-DD,Depression / Deep Depression,2019215N13242,GIL,EP,MM,pacific_ocean,eastern_pacific,2019-08-04T21:00:00Z,15.1,-126.3,TS,25.0,D,,,-1,25.0,True
CLS_01087,0,D-DD,Depression / Deep Depression,2019224N18252,HENRIETTE,EP,MM,pacific_ocean,eastern_pacific,2019-08-13T06:00:00Z,20.9,-114.7,TS,30.0,DD,30.0,hurdat_epa,-1,30.0,True
CLS_01088,0,D-DD,Depression / Deep Depression,2019233N15255,IVO,EP,MM,pacific_ocean,eastern_pacific,2019-08-21T09:00:00Z,15.1,-106.0,TS,33.0,DD,,,-1,33.0,True
CLS_01089,0,D-DD,Depression / Deep Depression,2019231N13135,BAILU,WP,MM,pacific_ocean,western_pacific,2019-08-25T09:00:00Z,24.8,115.0,TS,30.0,DD,,,-1,30.0,True
CLS_01090,0,D-DD,Depression / Deep Depression,2019243N06136,LINGLING,WP,MM,pacific_ocean,western_pacific,2019-09-01T15:00:00Z,13.9,127.2,TS,25.0,D,,,-1,25.0,True
CLS_01091,0,D-DD,Depression / Deep Depression,2019242N18126,KAJIKI,WP,MM,pacific_ocean,western_pacific,2019-09-01T21:00:00Z,18.9,111.5,TS,30.0,DD,,,-1,30.0,True
CLS_01092,0,D-DD,Depression / Deep Depression,2019246N15225,AKONI,EP,CP,pacific_ocean,eastern_pacific,2019-09-06T09:00:00Z,11.4,-148.1,TS,33.0,DD,,,-1,33.0,True
CLS_01093,0,D-DD,Depression / Deep Depression,2019260N10253,MARIO,EP,MM,pacific_ocean,eastern_pacific,2019-09-22T03:00:00Z,20.3,-110.8,TS,33.0,DD,,,-1,33.0,True
CLS_01094,0,D-DD,Depression / Deep Depression,2019264N19071,HIKAA:HIKKA,NI,AS,north_indian_ocean,arabian_sea,2019-09-22T06:00:00Z,20.0,68.9,TS,30.0,DD,25.0,newdelhi,-1,25.0,True
CLS_01095,0,D-DD,Depression / Deep Depression,2019260N12262,LORENA,EP,MM,pacific_ocean,eastern_pacific,2019-09-22T06:00:00Z,27.9,-111.5,TS,30.0,DD,30.0,hurdat_epa,-1,30.0,True
CLS_01096,0,D-DD,Depression / Deep Depression,2019264N19071,HIKAA:HIKKA,NI,AS,north_indian_ocean,arabian_sea,2019-09-25T06:00:00Z,19.2,55.0,TS,30.0,DD,25.0,newdelhi,-1,25.0,True
CLS_01097,0,D-DD,Depression / Deep Depression,2019285N15198,EMA,EP,CP,pacific_ocean,eastern_pacific,2019-10-14T03:00:00Z,24.0,-167.8,TS,30.0,DD,,,-1,30.0,True
CLS_01098,0,D-DD,Depression / Deep Depression,2019290N11234,OCTAVE,EP,MM,pacific_ocean,eastern_pacific,2019-10-19T09:00:00Z,11.5,-126.2,TS,30.0,DD,,,-1,30.0,True
CLS_01099,0,D-DD,Depression / Deep Depression,2019302N11118,BULBUL:MATMO,NI,BB,north_indian_ocean,bay_of_bengal,2019-11-04T15:00:00Z,12.8,91.9,TS,25.0,D,,,-1,25.0,True
CLS_01100,0,D-DD,Depression / Deep Depression,2019302N11118,BULBUL:MATMO,NI,BB,north_indian_ocean,bay_of_bengal,2019-11-05T03:00:00Z,12.9,90.9,TS,25.0,D,25.0,newdelhi,-1,25.0,True
CLS_01101,0,D-DD,Depression / Deep Depression,2019301N05081,MAHA,NI,AS,north_indian_ocean,arabian_sea,2019-11-07T03:00:00Z,19.9,70.1,TS,25.0,D,30.0,newdelhi,-1,30.0,True
CLS_01102,0,D-DD,Depression / Deep Depression,2019317N11248,RAYMOND,EP,MM,pacific_ocean,eastern_pacific,2019-11-17T06:00:00Z,17.2,-111.8,TS,30.0,DD,30.0,hurdat_epa,-1,30.0,True
CLS_01103,0,D-DD,Depression / Deep Depression,2019320N09264,UNNAMED,EP,MM,pacific_ocean,eastern_pacific,2019-11-17T12:00:00Z,10.4,-102.9,TS,25.0,D,25.0,hurdat_epa,-1,25.0,True
CLS_01104,0,D-DD,Depression / Deep Depression,2019326S08163,RITA,SP,MM,pacific_ocean,southern_pacific,2019-11-26T18:00:00Z,-14.8,169.1,TS,25.0,D,,,-1,25.0,True
CLS_01105,0,D-DD,Depression / Deep Depression,2019335N05058,PAWAN,NI,AS,north_indian_ocean,arabian_sea,2019-12-02T00:00:00Z,5.5,56.9,TS,25.0,D,,,-1,25.0,True
CLS_01106,0,D-DD,Depression / Deep Depression,2019335N05058,PAWAN,NI,AS,north_indian_ocean,arabian_sea,2019-12-02T15:00:00Z,6.0,56.8,TS,30.0,DD,,,-1,30.0,True
CLS_01107,0,D-DD,Depression / Deep Depression,2019337N11072,UNNAMED,NI,AS,north_indian_ocean,arabian_sea,2019-12-03T00:00:00Z,12.4,71.0,TS,30.0,DD,,,-1,30.0,True
CLS_01108,0,D-DD,Depression / Deep Depression,2019335N05058,PAWAN,NI,AS,north_indian_ocean,arabian_sea,2019-12-03T12:00:00Z,7.0,57.0,TS,30.0,DD,30.0,newdelhi,-1,30.0,True
CLS_01109,0,D-DD,Depression / Deep Depression,2019335N05058,PAWAN,NI,AS,north_indian_ocean,arabian_sea,2019-12-04T00:00:00Z,7.3,57.1,TS,30.0,DD,30.0,newdelhi,-1,30.0,True
CLS_01110,0,D-DD,Depression / Deep Depression,2019337N11072,UNNAMED,NI,AS,north_indian_ocean,arabian_sea,2019-12-04T18:00:00Z,15.0,68.3,TS,30.0,DD,30.0,newdelhi,-1,30.0,True
CLS_01111,0,D-DD,Depression / Deep Depression,2019329N09160,KAMMURI,WP,MM,pacific_ocean,western_pacific,2019-12-04T21:00:00Z,14.5,114.8,TS,33.0,DD,,,-1,33.0,True
CLS_01112,0,D-DD,Depression / Deep Depression,2019337N11072,UNNAMED,NI,AS,north_indian_ocean,arabian_sea,2019-12-05T09:00:00Z,15.9,66.7,TS,23.0,D,,,-1,23.0,True
CLS_01113,0,D-DD,Depression / Deep Depression,2019335N05058,PAWAN,NI,AS,north_indian_ocean,arabian_sea,2019-12-07T12:00:00Z,7.2,48.2,TS,25.0,D,,,-1,25.0,True
CLS_01114,0,D-DD,Depression / Deep Depression,2019352S14070,CALVINIA,SI,MM,south_indian_ocean,,2019-12-19T15:00:00Z,-14.6,70.2,TS,30.0,DD,,,-1,30.0,True
CLS_01115,0,D-DD,Depression / Deep Depression,2019359S08175,SARAI,SP,MM,pacific_ocean,southern_pacific,2019-12-25T12:00:00Z,-9.6,175.6,TS,25.0,D,25.0,nadi,-1,25.0,True
CLS_01116,0,D-DD,Depression / Deep Depression,2019354N05151,PHANFONE,WP,MM,pacific_ocean,western_pacific,2019-12-28T03:00:00Z,14.4,114.6,TS,33.0,DD,,,-1,33.0,True
CLS_01117,0,D-DD,Depression / Deep Depression,2020005S08133,CLAUDIA,SP,EA,pacific_ocean,southern_pacific,2020-01-06T18:00:00Z,-10.4,136.9,TS,25.0,D,25.0,bom,-1,25.0,True
CLS_01118,0,D-DD,Depression / Deep Depression,2020005S08133,CLAUDIA,SP,EA,pacific_ocean,southern_pacific,2020-01-07T21:00:00Z,-11.2,136.1,TS,25.0,D,,,-1,25.0,True
CLS_01119,0,D-DD,Depression / Deep Depression,2020005S13121,BLAKE,SI,WA,south_indian_ocean,,2020-01-08T03:00:00Z,-20.5,119.6,TS,33.0,DD,,,-1,33.0,True
CLS_01120,0,D-DD,Depression / Deep Depression,2020005S08133,CLAUDIA,SI,WA,south_indian_ocean,,2020-01-09T00:00:00Z,-12.0,134.1,TS,25.0,D,30.0,bom,-1,30.0,True
CLS_01121,0,D-DD,Depression / Deep Depression,2020015S12170,TINO,SP,MM,pacific_ocean,southern_pacific,2020-01-15T18:00:00Z,-11.1,172.9,TS,25.0,D,,,-1,25.0,True
CLS_01122,0,D-DD,Depression / Deep Depression,2020015S12170,TINO,SP,MM,pacific_ocean,southern_pacific,2020-01-16T06:00:00Z,-11.5,175.5,TS,30.0,DD,,,-1,30.0,True
CLS_01123,0,D-DD,Depression / Deep Depression,2020019S11063,UNNAMED,SI,MM,south_indian_ocean,,2020-01-21T18:00:00Z,-18.1,67.8,TS,30.0,DD,,,-1,30.0,True
CLS_01124,0,D-DD,Depression / Deep Depression,2020023S19056,ESAMI,SI,MM,south_indian_ocean,,2020-01-23T15:00:00Z,-21.4,62.5,TS,28.0,DD,,,-1,28.0,True
CLS_01125,0,D-DD,Depression / Deep Depression,2020024S14190,UNNAMED,SP,MM,pacific_ocean,southern_pacific,2020-01-25T09:00:00Z,-20.0,-168.1,TS,33.0,DD,,,-1,33.0,True
CLS_01126,0,D-DD,Depression / Deep Depression,2020024S14190,UNNAMED,SP,MM,pacific_ocean,southern_pacific,2020-01-26T18:00:00Z,-22.4,-166.2,TS,25.0,D,,,-1,25.0,True
CLS_01127,0,D-DD,Depression / Deep Depression,2020034S13063,FRANCISCO,SI,MM,south_indian_ocean,,2020-02-04T03:00:00Z,-14.6,64.5,TS,25.0,D,,,-1,25.0,True
CLS_01128,0,D-DD,Depression / Deep Depression,2020037S13163,UESI,SP,MM,pacific_ocean,southern_pacific,2020-02-08T18:00:00Z,-14.7,163.6,TS,30.0,DD,,,-1,30.0,True
CLS_01129,0,D-DD,Depression / Deep Depression,2020052S11181,WASI,SP,MM,pacific_ocean,southern_pacific,2020-02-20T18:00:00Z,-11.4,-177.8,TS,25.0,D,25.0,nadi,-1,25.0,True
CLS_01130,0,D-DD,Depression / Deep Depression,2020051S13186,VICKY,SP,MM,pacific_ocean,southern_pacific,2020-02-22T00:00:00Z,-19.5,-168.7,TS,30.0,DD,30.0,nadi,-1,30.0,True
CLS_01131,0,D-DD,Depression / Deep Depression,2020051S13186,VICKY,SP,MM,pacific_ocean,southern_pacific,2020-02-22T12:00:00Z,-20.9,-168.7,TS,25.0,D,,,-1,25.0,True
CLS_01132,0,D-DD,Depression / Deep Depression,2020052S13140,ESTHER,SP,EA,pacific_ocean,southern_pacific,2020-02-22T15:00:00Z,-13.7,138.5,TS,25.0,D,,,-1,25.0,True
CLS_01133,0,D-DD,Depression / Deep Depression,2020052S13140,ESTHER,SP,EA,pacific_ocean,southern_pacific,2020-02-23T03:00:00Z,-14.4,139.0,TS,30.0,DD,,,-1,30.0,True
CLS_01134,0,D-DD,Depression / Deep Depression,2020052S11181,WASI,SP,MM,pacific_ocean,southern_pacific,2020-02-23T12:00:00Z,-18.5,-170.4,TS,25.0,D,,,-1,25.0,True
CLS_01135,0,D-DD,Depression / Deep Depression,2020053S12119,FERDINAND,SI,WA,south_indian_ocean,,2020-02-23T15:00:00Z,-13.1,118.7,TS,30.0,DD,,,-1,30.0,True
CLS_01136,0,D-DD,Depression / Deep Depression,2020052S13140,ESTHER,SI,WA,south_indian_ocean,,2020-02-25T09:00:00Z,-17.2,134.5,TS,30.0,DD,,,-1,30.0,True
CLS_01137,0,D-DD,Depression / Deep Depression,2020069S11113,UNNAMED,SI,WA,south_indian_ocean,,2020-03-09T15:00:00Z,-11.2,114.2,TS,25.0,D,,,-1,25.0,True
CLS_01138,0,D-DD,Depression / Deep Depression,2020072S14054,HEROLD,SI,MM,south_indian_ocean,,2020-03-12T21:00:00Z,-14.2,53.2,TS,28.0,DD,,,-1,28.0,True
CLS_01139,0,D-DD,Depression / Deep Depression,2020104S12091,JERUTO,SI,MM,south_indian_ocean,,2020-04-14T03:00:00Z,-13.4,88.1,TS,25.0,D,,,-1,25.0,True
CLS_01140,0,D-DD,Depression / Deep Depression,2020129N07134,VONGFONG,WP,MM,pacific_ocean,western_pacific,2020-05-16T06:00:00Z,18.5,119.9,TS,25.0,D,35.0,tokyo,-1,35.0,True
CLS_01141,0,D-DD,Depression / Deep Depression,2020139S04095,MANGGA,SI,WA,south_indian_ocean,,2020-05-22T06:00:00Z,-11.3,94.3,TS,30.0,DD,30.0,bom,-1,30.0,True
CLS_01142,0,D-DD,Depression / Deep Depression,2020153N13072,NISARGA,NI,AS,north_indian_ocean,arabian_sea,2020-06-01T09:00:00Z,13.7,71.1,TS,25.0,D,,,-1,25.0,True
CLS_01143,0,D-DD,Depression / Deep Depression,2020153N13072,NISARGA,NI,AS,north_indian_ocean,arabian_sea,2020-06-01T21:00:00Z,14.7,71.2,TS,33.0,DD,,,-1,33.0,True
CLS_01144,0,D-DD,Depression / Deep Depression,2020153N13072,NISARGA,NI,AS,north_indian_ocean,arabian_sea,2020-06-04T03:00:00Z,21.5,76.8,TS,28.0,DD,20.0,newdelhi,-1,20.0,True
CLS_01145,0,D-DD,Depression / Deep Depression,2020160N10133,NURI,WP,MM,pacific_ocean,western_pacific,2020-06-12T06:00:00Z,16.6,118.5,TS,30.0,DD,,tokyo,-1,30.0,True
CLS_01146,0,D-DD,Depression / Deep Depression,2020196N17250,UNNAMED,EP,MM,pacific_ocean,eastern_pacific,2020-07-13T21:00:00Z,16.7,-112.6,TS,30.0,DD,,,-1,30.0,True
CLS_01147,0,D-DD,Depression / Deep Depression,2020202N15234,UNNAMED,EP,MM,pacific_ocean,eastern_pacific,2020-07-20T03:00:00Z,17.4,-128.5,TS,30.0,DD,,,-1,30.0,True
CLS_01148,0,D-DD,Depression / Deep Depression,2020213N15131,HAGUPIT,WP,MM,pacific_ocean,western_pacific,2020-08-01T15:00:00Z,21.7,126.5,TS,33.0,DD,,,-1,33.0,True
CLS_01149,0,D-DD,Depression / Deep Depression,2020211N14124,SINLAKU,WP,MM,pacific_ocean,western_pacific,2020-08-02T12:00:00Z,19.5,104.8,TS,30.0,DD,35.0,tokyo,-1,35.0,True
CLS_01150,0,D-DD,Depression / Deep Depression,2020221N13262,ELIDA,EP,MM,pacific_ocean,eastern_pacific,2020-08-09T00:00:00Z,14.9,-102.1,TS,30.0,DD,30.0,hurdat_epa,-1,30.0,True
CLS_01151,0,D-DD,Depression / Deep Depression,2020220N14128,JANGMI,WP,MM,pacific_ocean,western_pacific,2020-08-09T03:00:00Z,24.1,126.1,TS,33.0,DD,,,-1,33.0,True
CLS_01152,0,D-DD,Depression / Deep Depression,2020249N14265,JULIO,EP,MM,pacific_ocean,eastern_pacific,2020-09-06T21:00:00Z,19.2,-110.0,TS,33.0,DD,,,-1,33.0,True
CLS_01153,0,D-DD,Depression / Deep Depression,2020254N26143,UNNAMED,WP,MM,pacific_ocean,western_pacific,2020-09-11T21:00:00Z,31.3,138.2,TS,23.0,D,,,-1,23.0,True
CLS_01154,0,D-DD,Depression / Deep Depression,2020263N21136,DOLPHIN,WP,MM,pacific_ocean,western_pacific,2020-09-20T15:00:00Z,24.2,134.4,TS,33.0,DD,,,-1,33.0,True
CLS_01155,0,D-DD,Depression / Deep Depression,2020279N11256,NORBERT,EP,MM,pacific_ocean,eastern_pacific,2020-10-09T06:00:00Z,13.1,-105.9,TS,25.0,D,25.0,hurdat_epa,-1,25.0,True
CLS_01156,0,D-DD,Depression / Deep Depression,2020303N05149,ATSANI,WP,MM,pacific_ocean,western_pacific,2020-10-31T18:00:00Z,15.0,136.0,TS,30.0,DD,,tokyo,-1,30.0,True
CLS_01157,0,D-DD,Depression / Deep Depression,2020299N11144,GONI,WP,MM,pacific_ocean,western_pacific,2020-11-02T09:00:00Z,15.2,117.3,TS,33.0,DD,,,-1,33.0,True
CLS_01158,0,D-DD,Depression / Deep Depression,2020312N10131,ETAU,WP,MM,pacific_ocean,western_pacific,2020-11-08T12:00:00Z,12.5,117.6,TS,25.0,D,,tokyo,-1,25.0,True
CLS_01159,0,D-DD,Depression / Deep Depression,2020317S04092,ALICIA,SI,MM,south_indian_ocean,,2020-11-12T09:00:00Z,-4.7,88.2,TS,25.0,D,,,-1,25.0,True
CLS_01160,0,D-DD,Depression / Deep Depression,2020326N11063,GATI,NI,AS,north_indian_ocean,arabian_sea,2020-11-20T18:00:00Z,10.9,61.7,TS,25.0,D,,,-1,25.0,True
CLS_01161,0,D-DD,Depression / Deep Depression,2020326N11063,GATI,NI,AS,north_indian_ocean,arabian_sea,2020-11-21T09:00:00Z,11.3,57.9,TS,33.0,DD,,,-1,33.0,True
CLS_01162,0,D-DD,Depression / Deep Depression,2020327N08086,NIVAR,NI,BB,north_indian_ocean,bay_of_bengal,2020-11-22T18:00:00Z,9.0,85.1,TS,25.0,D,,,-1,25.0,True
CLS_01163,0,D-DD,Depression / Deep Depression,2020327N08086,NIVAR,NI,BB,north_indian_ocean,bay_of_bengal,2020-11-23T12:00:00Z,9.9,83.6,TS,30.0,DD,30.0,newdelhi,-1,30.0,True
CLS_01164,0,D-DD,Depression / Deep Depression,2020326N11063,GATI,NI,AS,north_indian_ocean,arabian_sea,2020-11-24T00:00:00Z,11.5,46.8,TS,25.0,D,25.0,newdelhi,-1,25.0,True
CLS_01165,0,D-DD,Depression / Deep Depression,2020327N08086,NIVAR,NI,BB,north_indian_ocean,bay_of_bengal,2020-11-26T21:00:00Z,13.8,80.6,TS,33.0,DD,,,-1,33.0,True
CLS_01166,0,D-DD,Depression / Deep Depression,2020332S11091,BONGOYO,SI,WA,south_indian_ocean,,2020-11-29T18:00:00Z,-11.0,90.3,TS,25.0,D,,,-1,25.0,True
CLS_01167,0,D-DD,Depression / Deep Depression,2020335N06090,BUREVI,NI,BB,north_indian_ocean,bay_of_bengal,2020-11-30T21:00:00Z,7.4,86.4,TS,30.0,DD,,,-1,30.0,True
CLS_01168,0,D-DD,Depression / Deep Depression,2020335N06090,BUREVI,NI,BB,north_indian_ocean,bay_of_bengal,2020-12-01T09:00:00Z,7.6,85.1,TS,33.0,DD,,,-1,33.0,True
CLS_01169,0,D-DD,Depression / Deep Depression,2020335N06090,BUREVI,NI,BB,north_indian_ocean,bay_of_bengal,2020-12-03T09:00:00Z,9.4,79.8,TS,33.0,DD,35.0,newdelhi,-1,35.0,True
CLS_01170,0,D-DD,Depression / Deep Depression,2020335N06090,BUREVI,NI,BB,north_indian_ocean,bay_of_bengal,2020-12-04T15:00:00Z,9.3,79.3,TS,25.0,D,,,-1,25.0,True
CLS_01171,0,D-DD,Depression / Deep Depression,2020335N06090,BUREVI,NI,BB,north_indian_ocean,bay_of_bengal,2020-12-05T03:00:00Z,9.2,79.5,TS,23.0,D,20.0,newdelhi,-1,20.0,True
CLS_01172,0,D-DD,Depression / Deep Depression,2020345S13183,UNNAMED,SP,MM,pacific_ocean,southern_pacific,2020-12-10T06:00:00Z,-12.6,181.3,TS,30.0,DD,,,-1,30.0,True
CLS_01173,0,D-DD,Depression / Deep Depression,2020345S13183,UNNAMED,SP,MM,pacific_ocean,southern_pacific,2020-12-10T18:00:00Z,-12.5,180.2,TS,30.0,DD,,,-1,30.0,True
CLS_01174,0,D-DD,Depression / Deep Depression,2020339S09106,UNNAMED,SI,WA,south_indian_ocean,,2020-12-11T18:00:00Z,-24.3,123.0,TS,25.0,D,,,-1,25.0,True
CLS_01175,0,D-DD,Depression / Deep Depression,2020347S14190,ZAZU,SP,MM,pacific_ocean,southern_pacific,2020-12-12T12:00:00Z,-14.7,-170.4,TS,25.0,D,,,-1,25.0,True
CLS_01176,0,D-DD,Depression / Deep Depression,2020347S14190,ZAZU,SP,MM,pacific_ocean,southern_pacific,2020-12-13T03:00:00Z,-16.3,-172.1,TS,30.0,DD,,,-1,30.0,True
CLS_01177,0,D-DD,Depression / Deep Depression,2020355S11065,CHALANE,SI,MM,south_indian_ocean,,2020-12-23T03:00:00Z,-14.7,61.0,TS,30.0,DD,,,-1,30.0,True
CLS_01178,0,D-DD,Depression / Deep Depression,2020366S12073,DANILO,SI,MM,south_indian_ocean,,2020-12-30T21:00:00Z,-12.0,72.3,TS,25.0,D,,,-1,25.0,True
CLS_01179,0,D-DD,Depression / Deep Depression,2021001S14136,IMOGEN,SP,EA,pacific_ocean,southern_pacific,2021-01-02T18:00:00Z,-15.9,138.6,TS,30.0,DD,30.0,bom,-1,30.0,True
CLS_01180,0,D-DD,Depression / Deep Depression,2021013S12099,JOSHUA,SI,WA,south_indian_ocean,,2021-01-15T06:00:00Z,-15.2,95.3,TS,30.0,DD,30.0,bom,-1,30.0,True
CLS_01181,0,D-DD,Depression / Deep Depression,2021012S12086,ELOISE,SI,MM,south_indian_ocean,,2021-01-16T03:00:00Z,-12.3,66.3,TS,33.0,DD,,,-1,33.0,True
CLS_01182,0,D-DD,Depression / Deep Depression,2021015S14147,KIMI,SP,EA,pacific_ocean,southern_pacific,2021-01-16T09:00:00Z,-14.4,146.3,TS,28.0,DD,,,-1,28.0,True
CLS_01183,0,D-DD,Depression / Deep Depression,2021018S11133,UNNAMED,SI,WA,south_indian_ocean,,2021-01-23T00:00:00Z,-22.4,123.2,TS,30.0,DD,15.0,bom,-1,15.0,True
CLS_01184,0,D-DD,Depression / Deep Depression,2021020S13107,UNNAMED,SI,WA,south_indian_ocean,,2021-01-26T09:00:00Z,-19.1,94.3,TS,30.0,DD,,,-1,30.0,True
CLS_01185,0,D-DD,Depression / Deep Depression,2021029S16171,ANA,SP,MM,pacific_ocean,southern_pacific,2021-01-28T21:00:00Z,-15.7,172.2,TS,25.0,D,,,-1,25.0,True
CLS_01186,0,D-DD,Depression / Deep Depression,2021029S16171,ANA,SP,MM,pacific_ocean,southern_pacific,2021-01-29T09:00:00Z,-15.6,173.9,TS,33.0,DD,,,-1,33.0,True
CLS_01187,0,D-DD,Depression / Deep Depression,2021025S14138,LUCAS,SP,EA,pacific_ocean,southern_pacific,2021-01-29T15:00:00Z,-13.2,146.5,TS,25.0,D,,,-1,25.0,True
CLS_01188,0,D-DD,Depression / Deep Depression,2021028S15128,UNNAMED,SI,WA,south_indian_ocean,,2021-01-30T03:00:00Z,-17.6,125.0,TS,30.0,DD,,,-1,30.0,True
CLS_01189,0,D-DD,Depression / Deep Depression,2021025S14138,LUCAS,SP,EA,pacific_ocean,southern_pacific,2021-01-30T09:00:00Z,-13.3,149.5,TS,30.0,DD,,,-1,30.0,True
CLS_01190,0,D-DD,Depression / Deep Depression,2021029S14162,BINA,SP,MM,pacific_ocean,southern_pacific,2021-01-31T21:00:00Z,-15.1,177.0,TS,33.0,DD,,,-1,33.0,True
