image,image_id,true_class,predicted_class,confidence,p_D-DD,p_CS-SCS,p_VSCS,p_ESCS-SuCS,error_type,usa_wind_kt,kt_from_nearest_boundary,imd_category_of_usa_wind,storm_id,name,basin,region,subregion,timestamp,wmo_wind_kt,wmo_agency,group_id
data/processed/classification/ESCS-SuCS/CLS_04530.png,CLS-IMG04080,ESCS-SuCS,VSCS,0.944776,0.000485,0.000448,0.944776,0.054291,adjacent_class,100.0,10.5,ESCS,2005230N20144,MAWAR,WP,pacific_ocean,western_pacific,2005-08-23T21:00:00Z,,,G0980
data/processed/classification/D-DD/CLS_00006.png,CLS-IMG00006,D-DD,CS-SCS,0.9436,0.005226,0.9436,0.051101,7.3e-05,adjacent_class,25.0,8.5,D,2000023S15172,JO,SP,pacific_ocean,southern_pacific,2000-01-23T06:00:00Z,25.0,nadi,G0004
data/processed/classification/D-DD/CLS_01135.png,CLS-IMG01009,D-DD,VSCS,0.939235,0.04708,0.01355,0.939235,0.000134,non_adjacent,30.0,3.5,DD,2020053S12119,FERDINAND,SI,south_indian_ocean,,2020-02-23T15:00:00Z,,,G0730
data/processed/classification/CS-SCS/CLS_01788.png,CLS-IMG01600,CS-SCS,D-DD,0.938599,0.938599,0.061399,2e-06,0.0,adjacent_class,35.0,1.5,CS,2007082S16125,KARA,SI,south_indian_ocean,,2007-03-28T00:00:00Z,35.0,bom,G1009
data/processed/classification/D-DD/CLS_00497.png,CLS-IMG00441,D-DD,CS-SCS,0.937095,0.052226,0.937095,0.010608,7.2e-05,adjacent_class,30.0,3.5,DD,2008194N11266,ELIDA,EP,pacific_ocean,eastern_pacific,2008-07-11T18:00:00Z,30.0,hurdat_epa,G0309
data/processed/classification/ESCS-SuCS/CLS_04763.png,CLS-IMG04303,ESCS-SuCS,VSCS,0.936632,0.000244,0.063107,0.936632,1.7e-05,adjacent_class,90.0,0.5,ESCS,2009289N12230,NEKI,EP,pacific_ocean,eastern_pacific,2009-10-22T18:00:00Z,90.0,hurdat_epa,G1060
data/processed/classification/D-DD/CLS_00530.png,CLS-IMG00471,D-DD,CS-SCS,0.935832,0.064105,0.935832,6e-05,3e-06,adjacent_class,30.0,3.5,DD,2008338N06092,UNNAMED,NI,north_indian_ocean,bay_of_bengal,2008-12-04T09:00:00Z,25.0,newdelhi,G0326
data/processed/classification/D-DD/CLS_01248.png,CLS-IMG01110,D-DD,CS-SCS,0.935828,0.022932,0.935828,0.041159,8.1e-05,adjacent_class,25.0,8.5,D,2022058S17163,EVA,SP,pacific_ocean,southern_pacific,2022-02-28T15:00:00Z,,,G0803
data/processed/classification/D-DD/CLS_00632.png,CLS-IMG00556,D-DD,CS-SCS,0.935604,0.063411,0.935604,0.0008,0.000186,adjacent_class,33.0,0.5,DD,2011013S15151,ZELIA,SP,pacific_ocean,southern_pacific,2011-01-13T09:00:00Z,,,G0396
data/processed/classification/VSCS/CLS_02890.png,CLS-IMG02575,VSCS,CS-SCS,0.934668,0.000822,0.934668,0.064508,2e-06,adjacent_class,75.0,11.5,VSCS,2001247N15237,GIL,EP,pacific_ocean,eastern_pacific,2001-09-06T12:00:00Z,75.0,hurdat_epa,G1330
data/processed/classification/CS-SCS/CLS_01705.png,CLS-IMG01528,CS-SCS,VSCS,0.931419,0.01077,0.056713,0.931419,0.001098,adjacent_class,35.0,1.5,CS,2005274N17086,UNNAMED,NI,north_indian_ocean,bay_of_bengal,2005-10-03T06:00:00Z,,,G0984
data/processed/classification/D-DD/CLS_00286.png,CLS-IMG00259,D-DD,VSCS,0.926838,0.008446,0.063755,0.926838,0.00096,non_adjacent,28.0,5.5,DD,2004222N24150,MALAKAS,WP,pacific_ocean,western_pacific,2004-08-12T15:00:00Z,,,G0177
data/processed/classification/D-DD/CLS_01311.png,CLS-IMG01169,D-DD,CS-SCS,0.926313,0.07326,0.926313,0.000425,2e-06,adjacent_class,28.0,5.5,DD,2023207N09141,KHANUN,WP,pacific_ocean,western_pacific,2023-07-27T21:00:00Z,,,G0843
data/processed/classification/ESCS-SuCS/CLS_04597.png,CLS-IMG04146,ESCS-SuCS,VSCS,0.925721,0.000845,0.007593,0.925721,0.06584,adjacent_class,95.0,5.5,ESCS,2006240N12265,JOHN,EP,pacific_ocean,eastern_pacific,2006-09-01T03:00:00Z,,,G0245
data/processed/classification/CS-SCS/CLS_01472.png,CLS-IMG01317,CS-SCS,VSCS,0.923563,0.001254,0.065329,0.923563,0.009854,adjacent_class,40.0,6.5,CS,2001049S17198,OMA,SP,pacific_ocean,southern_pacific,2001-02-21T00:00:00Z,50.0,nadi,G0047
data/processed/classification/CS-SCS/CLS_02486.png,CLS-IMG02218,CS-SCS,D-DD,0.922453,0.922453,0.077544,3e-06,0.0,adjacent_class,35.0,1.5,CS,2019317N11248,RAYMOND,EP,pacific_ocean,eastern_pacific,2019-11-15T06:00:00Z,35.0,hurdat_epa,G0716
data/processed/classification/CS-SCS/CLS_02588.png,CLS-IMG02307,CS-SCS,D-DD,0.915304,0.915304,0.084091,0.000603,2e-06,adjacent_class,35.0,1.5,CS,2021129N13254,ANDRES,EP,pacific_ocean,eastern_pacific,2021-05-09T18:00:00Z,35.0,hurdat_epa,G1240
data/processed/classification/ESCS-SuCS/CLS_04298.png,CLS-IMG03848,ESCS-SuCS,VSCS,0.913226,0.001502,0.084881,0.913226,0.000391,adjacent_class,90.0,0.5,ESCS,2001291N05158,PODUL,WP,pacific_ocean,western_pacific,2001-10-22T12:00:00Z,70.0,tokyo,G0070
data/processed/classification/VSCS/CLS_03689.png,CLS-IMG03282,VSCS,CS-SCS,0.912953,0.000142,0.912953,0.086905,0.0,adjacent_class,80.0,9.5,VSCS,2016108S17181,AMOS,SP,pacific_ocean,southern_pacific,2016-04-23T06:00:00Z,80.0,nadi,G0581
data/processed/classification/D-DD/CLS_01352.png,CLS-IMG01206,D-DD,CS-SCS,0.911717,0.088163,0.911717,0.00012,0.0,adjacent_class,25.0,8.5,D,2024031S24154,UNNAMED,SP,pacific_ocean,southern_pacific,2024-02-12T12:00:00Z,25.0,bom,G0867
data/processed/classification/CS-SCS/CLS_01631.png,CLS-IMG01459,CS-SCS,D-DD,0.908243,0.908243,0.091755,2e-06,0.0,adjacent_class,35.0,1.5,CS,2004125N11074,UNNAMED,NI,north_indian_ocean,arabian_sea,2004-05-07T12:00:00Z,55.0,newdelhi,G0167
data/processed/classification/D-DD/CLS_00015.png,CLS-IMG00014,D-DD,CS-SCS,0.90728,0.071232,0.90728,0.021057,0.000431,adjacent_class,25.0,8.5,D,2000056S17152,STEVE,SI,south_indian_ocean,,2000-03-02T03:00:00Z,,,G0010
data/processed/classification/ESCS-SuCS/CLS_04623.png,CLS-IMG04172,ESCS-SuCS,VSCS,0.905546,7.2e-05,0.000328,0.905546,0.094054,adjacent_class,103.0,13.5,ESCS,2007027S07069,DORA,SI,south_indian_ocean,,2007-02-04T03:00:00Z,,,G1386
data/processed/classification/ESCS-SuCS/CLS_04636.png,CLS-IMG04185,ESCS-SuCS,VSCS,0.899438,0.000107,0.000517,0.899438,0.099939,adjacent_class,98.0,8.5,ESCS,2007082S16125,KARA,SI,south_indian_ocean,,2007-03-26T21:00:00Z,95.0,bom,G1009
data/processed/classification/CS-SCS/CLS_02491.png,CLS-IMG02223,CS-SCS,D-DD,0.899276,0.899276,0.100719,4e-06,0.0,adjacent_class,45.0,11.5,CS,2019337N11072,UNNAMED,NI,north_indian_ocean,arabian_sea,2019-12-04T06:00:00Z,30.0,newdelhi,G0718
data/processed/classification/D-DD/CLS_00245.png,CLS-IMG00221,D-DD,CS-SCS,0.899114,0.100211,0.899114,0.00067,4e-06,adjacent_class,30.0,3.5,DD,2003338S09065,CELA,SI,south_indian_ocean,,2003-12-06T00:00:00Z,30.0,reunion,G0150
data/processed/classification/ESCS-SuCS/CLS_04446.png,CLS-IMG03996,ESCS-SuCS,CS-SCS,0.898452,0.003529,0.898452,0.097841,0.000178,non_adjacent,103.0,13.5,ESCS,2004061S12072,GAFILO,SI,south_indian_ocean,,2004-03-07T09:00:00Z,,,G1357
data/processed/classification/CS-SCS/CLS_02678.png,CLS-IMG02391,CS-SCS,VSCS,0.896791,0.005225,0.097969,0.896791,1.5e-05,adjacent_class,40.0,6.5,CS,2022265N17256,NEWTON,EP,pacific_ocean,eastern_pacific,2022-09-22T00:00:00Z,40.0,hurdat_epa,G1271
data/processed/classification/VSCS/CLS_04121.png,CLS-IMG03681,VSCS,CS-SCS,0.894271,0.001351,0.894271,0.104273,0.000104,adjacent_class,75.0,11.5,VSCS,2023213N14257,DORA,WP,pacific_ocean,western_pacific,2023-08-12T15:00:00Z,,,G1588
data/processed/classification/ESCS-SuCS/CLS_04447.png,CLS-IMG03997,ESCS-SuCS,VSCS,0.893203,9e-06,7.1e-05,0.893203,0.106717,adjacent_class,100.0,10.5,ESCS,2004072S11146,FAY,SI,south_indian_ocean,,2004-03-20T21:00:00Z,,,G1358
data/processed/classification/CS-SCS/CLS_02709.png,CLS-IMG02421,CS-SCS,VSCS,0.893192,0.033146,0.05839,0.893192,0.015272,adjacent_class,45.0,11.5,CS,2023138N05151,MAWAR,WP,pacific_ocean,western_pacific,2023-06-01T00:00:00Z,50.0,tokyo,G0838
data/processed/classification/CS-SCS/CLS_02674.png,CLS-IMG02387,CS-SCS,VSCS,0.885986,0.005907,0.107868,0.885986,0.000239,adjacent_class,60.0,3.5,SCS,2022248N14259,KAY,EP,pacific_ocean,eastern_pacific,2022-09-05T15:00:00Z,,,G1268
data/processed/classification/CS-SCS/CLS_02068.png,CLS-IMG01850,CS-SCS,D-DD,0.883135,0.883135,0.116863,2e-06,0.0,adjacent_class,45.0,11.5,CS,2012274N13151,MALIKSI,WP,pacific_ocean,western_pacific,2012-10-02T15:00:00Z,,,G1096
data/processed/classification/CS-SCS/CLS_01937.png,CLS-IMG01733,CS-SCS,D-DD,0.88312,0.88312,0.111419,0.005299,0.000162,adjacent_class,38.0,4.5,CS,2009247N19089,UNNAMED,NI,north_indian_ocean,bay_of_bengal,2009-09-05T09:00:00Z,30.0,newdelhi,G0355
data/processed/classification/VSCS/CLS_02991.png,CLS-IMG02666,VSCS,CS-SCS,0.883106,0.071725,0.883106,0.045134,3.5e-05,adjacent_class,65.0,1.5,VSCS,2003196N11137,KONI,WP,pacific_ocean,western_pacific,2003-07-20T18:00:00Z,60.0,tokyo,G0132
data/processed/classification/D-DD/CLS_01103.png,CLS-IMG00979,D-DD,CS-SCS,0.882086,0.117909,0.882086,5e-06,0.0,adjacent_class,25.0,8.5,D,2019320N09264,UNNAMED,EP,pacific_ocean,eastern_pacific,2019-11-17T12:00:00Z,25.0,hurdat_epa,G0716
data/processed/classification/D-DD/CLS_01053.png,CLS-IMG00934,D-DD,VSCS,0.881037,0.011528,0.106761,0.881037,0.000674,non_adjacent,30.0,3.5,DD,2018279N11069,LUBAN,NI,north_indian_ocean,arabian_sea,2018-10-14T12:00:00Z,30.0,newdelhi,G0680
data/processed/classification/CS-SCS/CLS_01600.png,CLS-IMG01431,CS-SCS,D-DD,0.879858,0.879858,0.118394,0.001658,9e-05,adjacent_class,35.0,1.5,CS,2003221N14249,HILDA,EP,pacific_ocean,eastern_pacific,2003-08-10T15:00:00Z,,,G0136
data/processed/classification/D-DD/CLS_00117.png,CLS-IMG00105,D-DD,CS-SCS,0.875787,0.001362,0.875787,0.091212,0.031639,adjacent_class,25.0,8.5,D,2001291N05158,PODUL,WP,pacific_ocean,western_pacific,2001-10-18T00:00:00Z,,tokyo,G0070
data/processed/classification/CS-SCS/CLS_01414.png,CLS-IMG01264,CS-SCS,VSCS,0.865107,0.004186,0.130534,0.865107,0.000172,adjacent_class,40.0,6.5,CS,2000056S17152,STEVE,SP,pacific_ocean,southern_pacific,2000-02-29T12:00:00Z,,,G0010
data/processed/classification/CS-SCS/CLS_02287.png,CLS-IMG02043,CS-SCS,D-DD,0.861637,0.861637,0.094415,0.043937,1.1e-05,adjacent_class,50.0,13.5,SCS,2016108S17181,AMOS,SP,pacific_ocean,southern_pacific,2016-04-20T21:00:00Z,,,G0581
data/processed/classification/VSCS/CLS_03166.png,CLS-IMG02822,VSCS,CS-SCS,0.859174,0.0064,0.859174,0.134425,0.0,adjacent_class,68.0,4.5,VSCS,2006242N16246,KRISTY,EP,pacific_ocean,eastern_pacific,2006-08-31T15:00:00Z,,,G0245
data/processed/classification/D-DD/CLS_00290.png,CLS-IMG00263,D-DD,CS-SCS,0.857251,0.142645,0.857251,0.000103,1e-06,adjacent_class,30.0,3.5,DD,2004243S03088,PHOEBE,SI,south_indian_ocean,,2004-09-04T12:00:00Z,30.0,bom,G0181
data/processed/classification/ESCS-SuCS/CLS_04682.png,CLS-IMG04227,ESCS-SuCS,VSCS,0.857083,2e-06,4.9e-05,0.857083,0.142866,adjacent_class,90.0,0.5,ESCS,2008037S10055,IVAN,SI,south_indian_ocean,,2008-02-15T15:00:00Z,,,G1026
data/processed/classification/CS-SCS/CLS_01750.png,CLS-IMG01570,CS-SCS,VSCS,0.853564,0.084057,0.057856,0.853564,0.004522,adjacent_class,40.0,6.5,CS,2006225N17126,SONAMU,WP,pacific_ocean,western_pacific,2006-08-14T12:00:00Z,35.0,tokyo,G0242
data/processed/classification/CS-SCS/CLS_01603.png,CLS-IMG01434,CS-SCS,D-DD,0.852407,0.852407,0.147584,9e-06,0.0,adjacent_class,35.0,1.5,CS,2003240N20139,DUJUAN,WP,pacific_ocean,western_pacific,2003-08-28T21:00:00Z,,,G0952
data/processed/classification/CS-SCS/CLS_02463.png,CLS-IMG02200,CS-SCS,D-DD,0.852046,0.852046,0.147904,4.6e-05,3e-06,adjacent_class,35.0,1.5,CS,2019188N16245,COSME,EP,pacific_ocean,eastern_pacific,2019-07-07T18:00:00Z,35.0,hurdat_epa,G1203
data/processed/classification/D-DD/CLS_00269.png,CLS-IMG00244,D-DD,CS-SCS,0.8508,0.065878,0.8508,0.082874,0.000449,adjacent_class,33.0,0.5,DD,2004098S15173,UNNAMED,SP,pacific_ocean,southern_pacific,2004-04-07T21:00:00Z,,,G0166
data/processed/classification/VSCS/CLS_03287.png,CLS-IMG02928,VSCS,ESCS-SuCS,0.84946,7e-06,0.000221,0.150313,0.84946,adjacent_class,83.0,6.5,VSCS,2009064S13148,HAMISH,SP,pacific_ocean,southern_pacific,2009-03-06T15:00:00Z,,,G1413
data/processed/classification/D-DD/CLS_00887.png,CLS-IMG00776,D-DD,CS-SCS,0.841878,0.019511,0.841878,0.138605,6e-06,adjacent_class,30.0,3.5,DD,2015273N12130,MUJIGAE,WP,pacific_ocean,western_pacific,2015-10-02T00:00:00Z,40.0,tokyo,G0565
data/processed/classification/ESCS-SuCS/CLS_04331.png,CLS-IMG03881,ESCS-SuCS,VSCS,0.839857,1.8e-05,0.000728,0.839857,0.159398,adjacent_class,100.0,10.5,ESCS,2002096S10103,DIANNE:JERY,SI,south_indian_ocean,,2002-04-09T18:00:00Z,80.0,reunion,G0093
data/processed/classification/CS-SCS/CLS_02509.png,CLS-IMG02238,CS-SCS,VSCS,0.839713,0.000256,0.048072,0.839713,0.111959,adjacent_class,43.0,9.5,CS,2020052S13140,ESTHER,SP,pacific_ocean,southern_pacific,2020-02-23T21:00:00Z,,,G0730
data/processed/classification/CS-SCS/CLS_02273.png,CLS-IMG02029,CS-SCS,D-DD,0.83765,0.83765,0.099028,0.063319,3e-06,adjacent_class,50.0,13.5,SCS,2015344N07145,MELOR,WP,pacific_ocean,western_pacific,2015-12-12T06:00:00Z,45.0,tokyo,G1150
data/processed/classification/VSCS/CLS_04104.png,CLS-IMG03665,VSCS,CS-SCS,0.83401,0.034191,0.83401,0.131647,0.000151,adjacent_class,73.0,9.5,VSCS,2023129N08091,MOCHA,NI,north_indian_ocean,bay_of_bengal,2023-05-14T15:00:00Z,60.0,newdelhi,G0837
data/processed/classification/CS-SCS/CLS_02230.png,CLS-IMG01993,CS-SCS,VSCS,0.831136,0.001285,0.167363,0.831136,0.000216,adjacent_class,43.0,9.5,CS,2015092S18074,JOALANE,SI,south_indian_ocean,,2015-04-06T21:00:00Z,,,G0545
data/processed/classification/CS-SCS/CLS_02421.png,CLS-IMG02164,CS-SCS,VSCS,0.831006,0.086325,0.075128,0.831006,0.007541,adjacent_class,40.0,6.5,CS,2018204N15137,JONGDARI,WP,pacific_ocean,western_pacific,2018-07-25T06:00:00Z,40.0,tokyo,G1192
data/processed/classification/D-DD/CLS_00153.png,CLS-IMG00138,D-DD,VSCS,0.82963,0.163348,0.007019,0.82963,3e-06,non_adjacent,33.0,0.5,DD,2002096S10103,DIANNE:JERY,SI,south_indian_ocean,,2002-04-06T21:00:00Z,35.0,bom,G0093
data/processed/classification/D-DD/CLS_00073.png,CLS-IMG00065,D-DD,CS-SCS,0.819546,0.172766,0.819546,0.006976,0.000712,adjacent_class,25.0,8.5,D,2001039S11139,WINSOME,SI,south_indian_ocean,,2001-02-12T03:00:00Z,,,G0044
data/processed/classification/CS-SCS/CLS_02174.png,CLS-IMG01942,CS-SCS,D-DD,0.817821,0.817821,0.17781,0.003386,0.000984,adjacent_class,35.0,1.5,CS,2014093N02148,PEIPAH,WP,pacific_ocean,western_pacific,2014-04-04T00:00:00Z,,tokyo,G1124
data/processed/classification/D-DD/CLS_00845.png,CLS-IMG00739,D-DD,CS-SCS,0.817317,0.182004,0.817317,0.000675,4e-06,adjacent_class,30.0,3.5,DD,2014329N08131,SINLAKU,WP,pacific_ocean,western_pacific,2014-11-27T18:00:00Z,,tokyo,G0534
data/processed/classification/ESCS-SuCS/CLS_04858.png,CLS-IMG04397,ESCS-SuCS,VSCS,0.817061,0.045091,0.12523,0.817061,0.012618,adjacent_class,90.0,0.5,ESCS,2012018S16041,FUNSO,SI,south_indian_ocean,,2012-01-22T12:00:00Z,60.0,reunion,G1436
data/processed/classification/CS-SCS/CLS_01801.png,CLS-IMG01612,CS-SCS,D-DD,0.811936,0.811936,0.188058,5e-06,0.0,adjacent_class,35.0,1.5,CS,2007208S03086,UNNAMED,SI,south_indian_ocean,,2007-07-30T06:00:00Z,35.0,bom,G1014
data/processed/classification/CS-SCS/CLS_02707.png,CLS-IMG02419,CS-SCS,D-DD,0.810399,0.810399,0.189423,0.000177,1e-06,adjacent_class,40.0,6.5,CS,2023096S07135,ILSA,SI,south_indian_ocean,,2023-04-10T09:00:00Z,,,G1283
data/processed/classification/CS-SCS/CLS_01716.png,CLS-IMG01539,CS-SCS,D-DD,0.805359,0.805359,0.19409,0.000513,3.8e-05,adjacent_class,35.0,1.5,CS,2005351S09084,UNNAMED,SI,south_indian_ocean,,2005-12-24T12:00:00Z,,,G0987
data/processed/classification/CS-SCS/CLS_02473.png,CLS-IMG02208,CS-SCS,VSCS,0.804675,0.005031,0.190194,0.804675,0.000101,adjacent_class,55.0,8.5,SCS,2019244N13253,JULIETTE,EP,pacific_ocean,eastern_pacific,2019-09-06T21:00:00Z,,,G1207
data/processed/classification/ESCS-SuCS/CLS_04528.png,CLS-IMG04078,ESCS-SuCS,VSCS,0.804078,0.000692,0.194811,0.804078,0.00042,adjacent_class,90.0,0.5,ESCS,2005232N13263,HILARY,EP,pacific_ocean,eastern_pacific,2005-08-22T03:00:00Z,,,G0214
data/processed/classification/CS-SCS/CLS_02642.png,CLS-IMG02357,CS-SCS,VSCS,0.799177,0.004465,0.196299,0.799177,5.9e-05,adjacent_class,45.0,11.5,CS,2022058S17163,EVA,SP,pacific_ocean,southern_pacific,2022-03-03T00:00:00Z,30.0,wellington,G0803
data/processed/classification/CS-SCS/CLS_01444.png,CLS-IMG01290,CS-SCS,D-DD,0.795613,0.795613,0.204375,1.1e-05,0.0,adjacent_class,60.0,3.5,SCS,2000226N16258,ILEANA,EP,pacific_ocean,eastern_pacific,2000-08-15T06:00:00Z,60.0,hurdat_epa,G0906
data/processed/classification/CS-SCS/CLS_01531.png,CLS-IMG01371,CS-SCS,VSCS,0.792864,0.001764,0.205308,0.792864,6.4e-05,adjacent_class,40.0,6.5,CS,2002126N09068,UNNAMED,NI,north_indian_ocean,arabian_sea,2002-05-10T06:00:00Z,35.0,newdelhi,G0095
data/processed/classification/ESCS-SuCS/CLS_04799.png,CLS-IMG04338,ESCS-SuCS,VSCS,0.788314,0.001176,0.000568,0.788314,0.209942,adjacent_class,105.0,15.5,ESCS,2010172N08272,DARBY,EP,pacific_ocean,eastern_pacific,2010-06-25T21:00:00Z,105.0,hurdat_epa,G1426
data/processed/classification/CS-SCS/CLS_02763.png,CLS-IMG02467,CS-SCS,D-DD,0.787454,0.787454,0.21247,6.7e-05,8e-06,adjacent_class,40.0,6.5,CS,2024145N14087,REMAL,NI,north_indian_ocean,bay_of_bengal,2024-05-26T00:00:00Z,50.0,newdelhi,G0877
data/processed/classification/CS-SCS/CLS_02744.png,CLS-IMG02449,CS-SCS,D-DD,0.786144,0.786144,0.213841,1.5e-05,0.0,adjacent_class,35.0,1.5,CS,2024031S24154,UNNAMED,SP,pacific_ocean,southern_pacific,2024-02-08T18:00:00Z,25.0,bom,G0867
data/processed/classification/CS-SCS/CLS_02328.png,CLS-IMG02081,CS-SCS,D-DD,0.783586,0.783586,0.216414,0.0,0.0,adjacent_class,35.0,1.5,CS,2017025S16128,UNNAMED,SI,south_indian_ocean,,2017-01-29T00:00:00Z,40.0,bom,G0606
data/processed/classification/CS-SCS/CLS_01407.png,CLS-IMG01257,CS-SCS,VSCS,0.782698,0.137884,0.077321,0.782698,0.002097,adjacent_class,50.0,13.5,SCS,2000023S15172,JO,SP,pacific_ocean,southern_pacific,2000-01-24T21:00:00Z,,,G0004
data/processed/classification/CS-SCS/CLS_01908.png,CLS-IMG01707,CS-SCS,D-DD,0.758705,0.758705,0.229372,0.011913,9e-06,adjacent_class,43.0,9.5,CS,2009082S15154,JASPER,SP,pacific_ocean,southern_pacific,2009-03-24T21:00:00Z,,,G0338
data/processed/classification/CS-SCS/CLS_02465.png,CLS-IMG02202,CS-SCS,D-DD,0.756969,0.756969,0.242915,9.5e-05,2.1e-05,adjacent_class,35.0,1.5,CS,2019203N15244,DALILA,EP,pacific_ocean,eastern_pacific,2019-07-24T00:00:00Z,35.0,hurdat_epa,G1205
data/processed/classification/CS-SCS/CLS_01643.png,CLS-IMG01471,CS-SCS,D-DD,0.753828,0.753828,0.24228,0.003867,2.6e-05,adjacent_class,40.0,6.5,CS,2004195N15255,BLAS,EP,pacific_ocean,eastern_pacific,2004-07-12T21:00:00Z,,,G0962
data/processed/classification/D-DD/CLS_00208.png,CLS-IMG00186,D-DD,VSCS,0.750263,0.086727,0.162996,0.750263,1.5e-05,non_adjacent,33.0,0.5,DD,2003067S13130,CRAIG,SI,south_indian_ocean,,2003-03-09T21:00:00Z,45.0,bom,G0124
data/processed/classification/D-DD/CLS_01097.png,CLS-IMG00973,D-DD,CS-SCS,0.749476,0.249774,0.749476,0.000714,3.6e-05,adjacent_class,30.0,3.5,DD,2019285N15198,EMA,EP,pacific_ocean,eastern_pacific,2019-10-14T03:00:00Z,,,G0712
data/processed/classification/D-DD/CLS_00079.png,CLS-IMG00070,D-DD,CS-SCS,0.749215,0.247683,0.749215,0.002122,0.000979,adjacent_class,25.0,8.5,D,2001060S19223,RITA,SP,pacific_ocean,southern_pacific,2001-02-28T18:00:00Z,,,G0049
data/processed/classification/CS-SCS/CLS_02248.png,CLS-IMG02007,CS-SCS,VSCS,0.748504,0.013067,0.238426,0.748504,2e-06,adjacent_class,55.0,8.5,SCS,2015211N13162,SOUDELOR,WP,pacific_ocean,western_pacific,2015-08-01T21:00:00Z,,,G1143
data/processed/classification/CS-SCS/CLS_01528.png,CLS-IMG01368,CS-SCS,D-DD,0.747583,0.747583,0.247885,0.004528,4e-06,adjacent_class,40.0,6.5,CS,2002126N09068,UNNAMED,NI,north_indian_ocean,arabian_sea,2002-05-07T12:00:00Z,30.0,newdelhi,G0095
data/processed/classification/VSCS/CLS_03289.png,CLS-IMG02930,VSCS,CS-SCS,0.747343,0.225438,0.747343,0.026929,0.00029,adjacent_class,70.0,6.5,VSCS,2009064S13148,HAMISH,SP,pacific_ocean,southern_pacific,2009-03-10T21:00:00Z,,,G1413
data/processed/classification/CS-SCS/CLS_01667.png,CLS-IMG01493,CS-SCS,VSCS,0.743143,0.029863,0.226984,0.743143,1e-05,adjacent_class,35.0,1.5,CS,2005012N04090,UNNAMED,NI,north_indian_ocean,bay_of_bengal,2005-01-15T06:00:00Z,35.0,newdelhi,G0198
data/processed/classification/ESCS-SuCS/CLS_04417.png,CLS-IMG03967,ESCS-SuCS,VSCS,0.739823,1e-05,0.000389,0.739823,0.259779,adjacent_class,98.0,8.5,ESCS,2003240N20139,DUJUAN,WP,pacific_ocean,western_pacific,2003-08-31T15:00:00Z,,,G0952
data/processed/classification/CS-SCS/CLS_01685.png,CLS-IMG01510,CS-SCS,D-DD,0.739232,0.739232,0.14527,0.113321,0.002178,adjacent_class,43.0,9.5,CS,2005173N14258,BEATRIZ,EP,pacific_ocean,eastern_pacific,2005-06-22T21:00:00Z,,,G0974
data/processed/classification/CS-SCS/CLS_02492.png,CLS-IMG02224,CS-SCS,VSCS,0.733889,0.074612,0.186669,0.733889,0.00483,adjacent_class,35.0,1.5,CS,2019335N05058,PAWAN,NI,north_indian_ocean,arabian_sea,2019-12-06T03:00:00Z,35.0,newdelhi,G0718
data/processed/classification/D-DD/CLS_00996.png,CLS-IMG00878,D-DD,CS-SCS,0.732581,0.246898,0.732581,0.020413,0.000108,adjacent_class,30.0,3.5,DD,2017312N10134,HAIKUI,WP,pacific_ocean,western_pacific,2017-11-09T06:00:00Z,,tokyo,G0640
data/processed/classification/D-DD/CLS_00812.png,CLS-IMG00712,D-DD,VSCS,0.73053,0.001076,0.258964,0.73053,0.00943,non_adjacent,25.0,8.5,D,2014066S15152,HADI,SP,pacific_ocean,southern_pacific,2014-03-09T18:00:00Z,35.0,bom,G0511
data/processed/classification/CS-SCS/CLS_02338.png,CLS-IMG02090,CS-SCS,VSCS,0.727275,0.017483,0.255197,0.727275,4.5e-05,adjacent_class,55.0,8.5,SCS,2017060S09139,BLANCHE,SI,south_indian_ocean,,2017-03-06T00:00:00Z,55.0,bom,G0611
data/processed/classification/CS-SCS/CLS_01554.png,CLS-IMG01392,CS-SCS,VSCS,0.726974,0.004421,0.268587,0.726974,1.8e-05,adjacent_class,40.0,6.5,CS,2002252N20121,HAGUPIT,WP,pacific_ocean,western_pacific,2002-09-11T00:00:00Z,35.0,tokyo,G0106
data/processed/classification/ESCS-SuCS/CLS_04237.png,CLS-IMG03787,ESCS-SuCS,VSCS,0.726305,2e-05,5.3e-05,0.726305,0.273622,adjacent_class,105.0,15.5,ESCS,2000205N10260,DANIEL,EP,pacific_ocean,eastern_pacific,2000-07-26T06:00:00Z,105.0,hurdat_epa,G1319
data/processed/classification/ESCS-SuCS/CLS_04800.png,CLS-IMG04339,ESCS-SuCS,CS-SCS,0.726013,0.009771,0.726013,0.263904,0.000312,non_adjacent,98.0,8.5,ESCS,2010172N08272,DARBY,EP,pacific_ocean,eastern_pacific,2010-06-26T09:00:00Z,,,G1426
data/processed/classification/CS-SCS/CLS_02067.png,CLS-IMG01849,CS-SCS,D-DD,0.725909,0.725909,0.271631,0.002067,0.000394,adjacent_class,38.0,4.5,CS,2012272N22251,NORMAN,EP,pacific_ocean,eastern_pacific,2012-09-28T21:00:00Z,,,G1095
data/processed/classification/D-DD/CLS_00627.png,CLS-IMG00552,D-DD,CS-SCS,0.721953,0.278038,0.721953,9e-06,0.0,adjacent_class,33.0,0.5,DD,2010305N06105,JAL,NI,north_indian_ocean,bay_of_bengal,2010-11-07T21:00:00Z,,,G0392
