SAMPLE_ID,nearest_system_deg,nearest_system_nature,nearest_system_sid,nearest_ds_ts_mx_deg,systems_in_crop,natures_in_crop
NONCYCLONE_00847,46.47995583451839,TS,2020150N17054,46.47995583451839,0,
NONCYCLONE_00848,14.838490204462694,TS,2003206N21089,14.838490204462694,0,
NONCYCLONE_00849,19.88894036914782,DS,2018279N11069,19.88894036914782,0,
NONCYCLONE_00850,13.759291416826409,TS,2003340S07093,13.759291416826409,0,
NONCYCLONE_00851,25.219828742547328,TS,2005338N09093,25.219828742547328,0,
NONCYCLONE_00852,10.478282854978675,TS,2015309N14067,10.478282854978675,0,
NONCYCLONE_00853,31.979573450431655,TS,2018263N17089,31.979573450431655,0,
NONCYCLONE_00854,16.800015314312954,TS,2013149N21090,16.800015314312954,0,
NONCYCLONE_00855,17.622386578888584,TS,2004125N11074,17.622386578888584,0,
NONCYCLONE_00856,13.122778916655154,TS,2010137N10090,13.122778916655154,0,
NONCYCLONE_00857,13.769279007492653,DS,2007172N15088,13.769279007492653,0,
NONCYCLONE_00858,44.579074808086304,TS,2017232N19130,44.579074808086304,0,
NONCYCLONE_00859,11.015142002852823,TS,2018279N11069,11.015142002852823,1,TS
NONCYCLONE_00860,15.830645334547441,DS,2024295N15092,15.830645334547441,0,
NONCYCLONE_00861,13.510415835832374,TS,2018314N12093,13.510415835832374,0,
NONCYCLONE_00862,11.714434461772917,TS,2019301N05081,11.714434461772917,0,
NONCYCLONE_00863,29.38772315403123,TS,2024329N04089,29.38772315403123,0,
NONCYCLONE_00864,26.702057741047735,TS,2010151N14065,26.702057741047735,0,
NONCYCLONE_00865,13.76767501734707,TS,2003295N09101,13.76767501734707,0,
NONCYCLONE_00866,30.345860540594185,DS,2019112S10053,30.345860540594185,0,
NONCYCLONE_00867,13.767148481041124,TS,2023292N11063,13.767148481041124,0,
NONCYCLONE_00868,35.43660499876517,TS,2013305N07141,35.43660499876517,0,
NONCYCLONE_00869,15.470244146226522,DS,2019160N11073,15.470244146226522,0,
NONCYCLONE_00870,12.843396439251093,TS,2013310N06066,12.843396439251093,0,
NONCYCLONE_00871,11.882282325708733,TS,2019302N11118,11.882282325708733,0,
NONCYCLONE_00872,21.444792513025064,TS,2000289N15089,21.444792513025064,0,
NONCYCLONE_00873,39.730731542136645,TS,2020136N10088,39.730731542136645,0,
NONCYCLONE_00874,30.809123386062854,TS,2008317N11089,30.809123386062854,0,
NONCYCLONE_00875,25.359134384684747,TS,2002129N08096,25.359134384684747,0,
NONCYCLONE_00876,15.846565695487232,TS,2004307N09068,15.846565695487232,0,
NONCYCLONE_00877,13.90967811196064,TS,2000358N08086,13.90967811196064,0,
NONCYCLONE_00878,22.335460316019244,TS,2019264N19071,22.335460316019244,0,
NONCYCLONE_00879,36.18150481390556,TS,2016308N13088,36.18150481390556,0,
NONCYCLONE_00880,16.930552076533637,TS,2016230N21089,16.930552076533637,0,
NONCYCLONE_00881,39.609332492380474,TS,2005349N06090,39.609332492380474,0,
NONCYCLONE_00882,10.446131902197202,TS,2016138N10081,10.446131902197202,1,TS
NONCYCLONE_00883,19.682551948040395,TS,2012301N11087,19.682551948040395,0,
NONCYCLONE_00884,22.53771808434257,TS,2000332N08133,22.53771808434257,0,
NONCYCLONE_00885,20.515145974731176,TS,2001141N14068,20.515145974731176,0,
NONCYCLONE_00886,17.486771717866446,TS,2006228N21088,17.486771717866446,0,
NONCYCLONE_00887,27.985402432081838,TS,2016138N10081,27.985402432081838,0,
NONCYCLONE_00888,13.8530718069763,TS,2002319S06078,13.8530718069763,0,
NONCYCLONE_00889,10.291067631457597,TS,2003295N09101,10.291067631457597,0,
NONCYCLONE_00890,18.046184626038425,TS,2007300N11068,18.046184626038425,0,
NONCYCLONE_00891,27.52846210764479,TS,2007314N10093,27.52846210764479,0,
NONCYCLONE_00892,27.963876870411312,DS,2018365N08115,27.963876870411312,0,
NONCYCLONE_00893,46.28391009152784,TS,2017340N09089,46.28391009152784,0,
NONCYCLONE_00894,18.318293065521676,TS,2021133N10071,18.318293065521676,0,
NONCYCLONE_00895,21.265168287705027,TS,2013281N12098,21.265168287705027,0,
NONCYCLONE_00896,19.07634208820565,TS,2005179N22088,19.07634208820565,0,
NONCYCLONE_00897,17.00862880852252,MX,2016341N08092,17.00862880852252,0,
NONCYCLONE_00898,18.074822975711825,TS,2018365N08115,18.074822975711825,0,
NONCYCLONE_00899,23.154885043506617,DS,2016341N08092,23.154885043506617,0,
NONCYCLONE_00900,13.149642251351478,TS,2022079N10093,13.149642251351478,0,
NONCYCLONE_00901,18.70625946731388,TS,2014297N11062,18.70625946731388,0,
NONCYCLONE_00902,28.007036161058465,DS,2022338N05100,28.007036161058465,0,
NONCYCLONE_00903,16.727092816603832,TS,2025289N13140,16.727092816603832,0,
NONCYCLONE_00904,13.512393613776862,TS,2015301N11065,13.512393613776862,0,
NONCYCLONE_00905,18.844587908396264,TS,2011265N21088,18.844587908396264,0,
NONCYCLONE_00906,19.59124600068072,TS,2017147N14087,19.59124600068072,0,
NONCYCLONE_00907,17.14973930000351,TS,2004332N02072,17.14973930000351,0,
NONCYCLONE_00908,24.141538866615452,TS,2006182N20088,24.141538866615452,0,
NONCYCLONE_00909,30.748807925149336,TS,2016308N13088,30.748807925149336,0,
NONCYCLONE_00910,32.25311369446372,DS,2002319S06078,32.25311369446372,0,
NONCYCLONE_00911,19.624087125809275,TS,2009143N17089,19.624087125809275,0,
NONCYCLONE_00912,15.661724591593593,TS,2000358N08086,15.661724591593593,0,
NONCYCLONE_00913,12.60357409084191,TS,2013211N21088,12.60357409084191,0,
NONCYCLONE_00914,30.990472902798373,TS,2023334N08088,30.990472902798373,0,
NONCYCLONE_00915,26.247520565826793,TS,2006114N08090,26.247520565826793,0,
NONCYCLONE_00916,38.773652797189484,TS,2001361N01106,38.773652797189484,0,
NONCYCLONE_00917,11.263492396485322,TS,2016341N08092,11.263492396485322,0,
NONCYCLONE_00918,32.5491298522046,TS,2006114N08090,32.5491298522046,0,
NONCYCLONE_00919,9.777852718063523,TS,2018321N10113,9.777852718063523,0,
NONCYCLONE_00920,29.705904535454405,TS,2003279N17084,29.705904535454405,0,
NONCYCLONE_00921,23.458564382403768,TS,2016341N08092,23.458564382403768,0,
NONCYCLONE_00922,20.50887883903202,TS,2012321N14090,20.50887883903202,0,
NONCYCLONE_00923,15.36936587705772,TS,2025270N19086,15.36936587705772,0,
NONCYCLONE_00924,30.96438547286097,TS,2025233N15126,30.96438547286097,0,
NONCYCLONE_00925,38.06713283964894,DS,2022126N07095,38.06713283964894,0,
NONCYCLONE_00926,35.587137367645724,TS,2016230N21089,35.587137367645724,0,
NONCYCLONE_00927,34.29455604004092,TS,2025266N11137,34.29455604004092,0,
NONCYCLONE_00928,13.287501136584547,TS,2014279N11096,13.287501136584547,0,
NONCYCLONE_00929,42.4091478167756,MX,2017232N19130,42.4091478167756,0,
NONCYCLONE_00930,35.20120796196351,TS,2013324N07103,35.20120796196351,0,
NONCYCLONE_00931,11.059235077615268,TS,2019273N23070,11.059235077615268,0,
NONCYCLONE_00932,33.904197214908514,TS,2018227N20086,33.904197214908514,0,
NONCYCLONE_00933,19.278131240458663,DS,2006182N20088,19.278131240458663,0,
NONCYCLONE_00934,22.71989350028144,TS,2014003N08086,22.71989350028144,0,
NONCYCLONE_00935,13.962876445967302,TS,2025331N06083,13.962876445967302,0,
NONCYCLONE_00936,28.128990960467565,TS,2023334N08088,28.128990960467565,0,
NONCYCLONE_00937,38.633943774849726,TS,2016295N13089,38.633943774849726,0,
NONCYCLONE_00938,11.228483869403739,TS,2015309N14067,11.228483869403739,0,
NONCYCLONE_00939,22.235973615863404,TS,2018281N14088,22.235973615863404,0,
NONCYCLONE_00940,13.852137644373991,TS,2003345N05092,13.852137644373991,0,
NONCYCLONE_00941,16.092529552738714,TS,2013310N06066,16.092529552738714,0,
NONCYCLONE_00942,17.756407365275766,TS,2010305N06105,17.756407365275766,0,
NONCYCLONE_00943,12.990567440862687,TS,2006228N21088,12.990567440862687,0,
NONCYCLONE_00944,22.348437560601,DS,2022347N12074,22.348437560601,0,
NONCYCLONE_00945,16.029262316350295,TS,2020327N08086,16.029262316350295,0,
NONCYCLONE_00946,47.890139568204724,TS,2013324N07103,47.890139568204724,0,
NONCYCLONE_00947,30.265297485614365,TS,2013149N21090,30.265297485614365,0,
NONCYCLONE_00948,11.132524617200263,TS,2015171N18086,11.132524617200263,0,
NONCYCLONE_00949,22.45634158340063,TS,2004325S06078,22.45634158340063,0,
NONCYCLONE_00950,10.428356854559603,TS,2006114N08090,10.428356854559603,0,
NONCYCLONE_00951,25.282060053001302,TS,2014141N16091,25.282060053001302,0,
NONCYCLONE_00952,12.354314191692263,TS,2004274N16069,12.354314191692263,0,
NONCYCLONE_00953,14.930370501661667,TS,2013149N21090,14.930370501661667,0,
NONCYCLONE_00954,16.87202347204285,TS,2017199N19086,16.87202347204285,0,
NONCYCLONE_00955,15.536644119203745,TS,2007314N10093,15.536644119203745,0,
NONCYCLONE_00956,23.994391925369126,TS,2005007N04085,23.994391925369126,0,
NONCYCLONE_00957,15.356425290465381,TS,2002355N04077,15.356425290465381,0,
NONCYCLONE_00958,10.269368128488976,TS,2013130N04093,10.269368128488976,0,
NONCYCLONE_00959,15.40635006322251,TS,2003279N17084,15.40635006322251,0,
NONCYCLONE_00960,18.56638281736413,TS,2003129N05091,18.56638281736413,0,
NONCYCLONE_00961,43.40994253502679,TS,2018141N08059,43.40994253502679,0,
NONCYCLONE_00962,22.335711024811165,DS,2025274N14133,22.335711024811165,0,
NONCYCLONE_00963,26.127672402976916,TS,2015280N13071,26.127672402976916,0,
NONCYCLONE_00964,12.134474963289266,TS,2003345N05092,12.134474963289266,0,
NONCYCLONE_00965,36.646570967445754,MX,2009143N17089,36.646570967445754,0,
NONCYCLONE_00966,41.459176691631896,TS,2022338N05100,41.459176691631896,0,
NONCYCLONE_00967,31.406421253972216,TS,2004307N09068,31.406421253972216,0,
NONCYCLONE_00968,33.91761771602759,TS,2023334N08088,33.91761771602759,0,
NONCYCLONE_00969,24.27099589386903,TS,2024329N04089,24.27099589386903,0,
NONCYCLONE_00970,53.021340602111835,TS,2010293N17093,53.021340602111835,0,
NONCYCLONE_00971,18.487919222423173,TS,2002129N08096,18.487919222423173,0,
NONCYCLONE_00972,16.135260092522117,DS,2013305N07141,16.135260092522117,0,
NONCYCLONE_00973,23.763180306307426,TS,2002307S07070,23.763180306307426,0,
NONCYCLONE_00974,12.319946459382333,TS,2015312N11084,12.319946459382333,0,
NONCYCLONE_00975,39.217625307515966,TS,2003295N09101,39.217625307515966,0,
NONCYCLONE_00976,31.43711563708256,TS,2005338N09093,31.43711563708256,0,
NONCYCLONE_00977,35.35788862914856,TS,2005330N09096,35.35788862914856,0,
NONCYCLONE_00978,27.74811947512155,TS,2016341N08092,27.74811947512155,0,
NONCYCLONE_00979,32.24633895851993,TS,2007314N10093,32.24633895851993,0,
NONCYCLONE_00980,22.154091608840798,TS,2006330S06049,22.154091608840798,0,
NONCYCLONE_00981,23.140787081513484,TS,2022224N22067,23.140787081513484,0,
NONCYCLONE_00982,10.681743406574347,TS,2013322N13090,10.681743406574347,0,
NONCYCLONE_00983,13.631530216125013,TS,2021335N08096,13.631530216125013,0,
NONCYCLONE_00984,12.53766634235349,TS,2005260N20091,12.53766634235349,0,
NONCYCLONE_00985,17.015745196035354,TS,2022254N20085,17.015745196035354,0,
NONCYCLONE_00986,35.27265742103493,TS,2017232N19130,35.27265742103493,0,
NONCYCLONE_00987,25.006225977939447,TS,2020153N13072,25.006225977939447,0,
NONCYCLONE_00988,23.19621820804042,TS,2005338N09093,23.19621820804042,0,
NONCYCLONE_00989,36.89433873369256,DS,2014309N13088,36.89433873369256,0,
NONCYCLONE_00990,11.527762622431332,TS,2011290N15090,11.527762622431332,0,
NONCYCLONE_00991,13.138600878924768,TS,2025195N23089,13.138600878924768,0,
NONCYCLONE_00992,24.22966469493945,DS,2006012N03081,24.22966469493945,0,
NONCYCLONE_00993,15.078955892763894,TS,2004256N23089,15.078955892763894,0,
NONCYCLONE_00994,13.24042634082671,TS,2005324N08085,13.24042634082671,0,
NONCYCLONE_00995,48.31576904410809,TS,2016295N13089,48.31576904410809,0,
NONCYCLONE_00996,20.010788180871455,DS,2023317N10094,20.010788180871455,0,
NONCYCLONE_00997,37.377401312524526,TS,2025233N15126,37.377401312524526,0,
NONCYCLONE_00998,10.340121216540878,TS,2013211N21088,10.340121216540878,0,
NONCYCLONE_00999,39.796420498138026,DS,2021312N07090,39.796420498138026,0,
NONCYCLONE_01000,15.120356853202853,DS,2011330N06078,15.120356853202853,0,
NONCYCLONE_01001,58.153760940748995,TS,2005262N13127,58.153760940748995,0,
NONCYCLONE_01002,18.048264342122067,DS,2016295N13089,18.048264342122067,0,
NONCYCLONE_01003,24.140846308610072,TS,2002126N09068,24.140846308610072,0,
NONCYCLONE_01004,24.397370916826787,MX,2020335N06090,24.397370916826787,0,
NONCYCLONE_01005,31.312640894922804,TS,2005349N06090,31.312640894922804,0,
NONCYCLONE_01006,18.90173492038853,DS,2010136N09057,18.90173492038853,0,
NONCYCLONE_01007,27.416725386530892,DS,2023334N08088,27.416725386530892,0,
NONCYCLONE_01008,17.56681849942748,TS,2025331N06083,17.56681849942748,0,
NONCYCLONE_01009,17.53684048536107,TS,2020291N18069,17.53684048536107,0,
NONCYCLONE_01010,12.922723658045555,TS,2002327N10089,12.922723658045555,0,
NONCYCLONE_01011,26.263443220015123,TS,2018365N08115,26.263443220015123,0,
NONCYCLONE_01012,18.352718260769862,TS,2025329N05100,18.352718260769862,0,
NONCYCLONE_01013,23.041784539019222,TS,2003345N05092,23.041784539019222,0,
NONCYCLONE_01014,15.561513988504785,TS,2000358N08086,15.561513988504785,0,
NONCYCLONE_01015,21.38202871685756,TS,2013305N07141,21.38202871685756,0,
NONCYCLONE_01016,20.515833198975585,TS,2022079N10093,20.515833198975585,0,
NONCYCLONE_01017,15.046917772094877,TS,2020326N11063,15.046917772094877,0,
NONCYCLONE_01018,21.40334730301164,TS,2023334N08088,21.40334730301164,0,
NONCYCLONE_01019,29.82520686212677,DS,2013305N07141,29.82520686212677,0,
NONCYCLONE_01020,16.868129006374705,TS,2005017S09061,16.868129006374705,0,
NONCYCLONE_01021,16.41968714956593,TS,2003315N09067,16.41968714956593,0,
NONCYCLONE_01022,20.674814130790082,TS,2000331N09092,20.674814130790082,0,
NONCYCLONE_01023,12.065490738140882,TS,2010136N09057,12.065490738140882,0,
NONCYCLONE_01024,15.11373468215551,TS,2024258N22091,15.11373468215551,0,
NONCYCLONE_01025,11.683358685029576,TS,2011330N06078,11.683358685029576,0,
NONCYCLONE_01026,56.31971482995003,TS,2013301N13142,56.31971482995003,0,
NONCYCLONE_01027,10.699359252616812,TS,2008317N11089,10.699359252616812,1,TS
NONCYCLONE_01028,65.13112914973499,TS,2005262N13127,65.13112914973499,0,
NONCYCLONE_01029,18.71302961953419,TS,2011167N22089,18.71302961953419,0,
NONCYCLONE_01030,36.968212270814675,TS,2011203N24085,36.968212270814675,0,
NONCYCLONE_01031,27.81292081601484,TS,2004136N15090,27.81292081601484,0,
NONCYCLONE_01032,22.542919572631973,TS,2001281N18071,22.542919572631973,0,
NONCYCLONE_01033,18.531900078346677,TS,2019116N02090,18.531900078346677,0,
NONCYCLONE_01034,23.418101948506912,TS,2013130N04093,23.418101948506912,0,
NONCYCLONE_01035,35.991468401680386,TS,2005007N04085,35.991468401680386,0,
NONCYCLONE_01036,58.97814220238923,TS,2017232N19130,58.97814220238923,0,
NONCYCLONE_01037,30.98337906832704,TS,2018347N07089,30.98337906832704,0,
NONCYCLONE_01038,11.836414523467349,TS,2001267N17070,11.836414523467349,0,
NONCYCLONE_01039,16.738816001586606,TS,2011330N06078,16.738816001586606,0,
NONCYCLONE_01040,32.22261135291631,TS,2011167N22089,32.22261135291631,0,
NONCYCLONE_01041,20.01914874322848,TS,2023156N10067,20.01914874322848,0,
NONCYCLONE_01042,39.57564100804056,TS,2017199N19086,39.57564100804056,0,
NONCYCLONE_01043,36.192513649088205,TS,2005210N21088,36.192513649088205,0,
NONCYCLONE_01044,16.128923224654265,TS,2001267N17070,16.128923224654265,0,
NONCYCLONE_01045,19.87953469516002,TS,2014279N11096,19.87953469516002,0,
NONCYCLONE_01046,15.209431249979048,MX,2023212N19090,15.209431249979048,0,
NONCYCLONE_01047,53.43503473808139,TS,2003295N09101,53.43503473808139,0,
NONCYCLONE_01048,14.151702685643384,DS,2024329N04089,14.151702685643384,0,
NONCYCLONE_01049,33.2931108606172,TS,2009143N17089,33.2931108606172,0,
NONCYCLONE_01050,29.9826654472245,DS,2010136N09057,29.9826654472245,0,
NONCYCLONE_01051,25.29803968731423,TS,2003129N05091,25.29803968731423,0,
NONCYCLONE_01052,19.54553800841319,TS,2013130N04093,19.54553800841319,0,
NONCYCLONE_01053,14.452376607707528,TS,2015209N26072,14.452376607707528,0,
NONCYCLONE_01054,29.086978389061805,DS,2014309N13088,29.086978389061805,0,
NONCYCLONE_01055,30.526590767561064,TS,2000299N13093,30.526590767561064,0,
NONCYCLONE_01056,29.99849726534406,TS,2014202N22087,29.99849726534406,0,
NONCYCLONE_01057,11.99049928493377,TS,2016295N13089,11.99049928493377,0,
NONCYCLONE_01058,13.374025651148578,MX,2009247N19089,13.374025651148578,0,
NONCYCLONE_01059,19.543931706740114,TS,2022230N18095,19.543931706740114,0,
NONCYCLONE_01060,13.748790216446773,TS,2025274N16087,13.748790216446773,0,
NONCYCLONE_01061,42.2286434808803,TS,2008223N20086,42.2286434808803,0,
NONCYCLONE_01062,19.590338965625048,TS,2006228N21088,19.590338965625048,0,
NONCYCLONE_01063,37.24733699639389,TS,2014279N11096,37.24733699639389,0,
NONCYCLONE_01064,19.170254166093052,DS,2006114N08090,19.170254166093052,0,
NONCYCLONE_01065,27.818442190942747,TS,2020327N08086,27.818442190942747,0,
NONCYCLONE_01066,13.129831099642146,DS,2024238N25077,13.129831099642146,0,
NONCYCLONE_01067,11.320982468308632,TS,2022356N09085,11.320982468308632,0,
NONCYCLONE_01068,17.901421107238825,TS,2025331N06083,17.901421107238825,0,
NONCYCLONE_01069,32.71308030485444,TS,2010151N14065,32.71308030485444,0,
NONCYCLONE_01070,35.40867407433074,DS,2006271N18089,35.40867407433074,0,
NONCYCLONE_01071,14.32919627097769,TS,2004332N02072,14.32919627097769,0,
NONCYCLONE_01072,24.48327878024173,DS,2014309N13088,24.48327878024173,0,
NONCYCLONE_01073,17.43453153024296,TS,2014297N11062,17.43453153024296,0,
NONCYCLONE_01074,21.741326665839992,TS,2016178N22068,21.741326665839992,0,
NONCYCLONE_01075,51.00290712397408,TS,2025329N05100,51.00290712397408,0,
NONCYCLONE_01076,41.48811102464326,TS,2025233N15126,41.48811102464326,0,
NONCYCLONE_01077,15.98189542463287,TS,2004125S08084,15.98189542463287,0,
NONCYCLONE_01078,39.45392230712471,TS,2022356N09085,39.45392230712471,0,
NONCYCLONE_01079,16.07260454726797,DS,2008338N06092,16.07260454726797,0,
NONCYCLONE_01080,17.417227181193546,TS,2022230N18095,17.417227181193546,0,
NONCYCLONE_01081,14.63757450270134,DS,2010136N09057,14.63757450270134,0,
NONCYCLONE_01082,43.24074315917306,TS,2008293N09060,43.24074315917306,0,
NONCYCLONE_01083,18.036720695766512,TS,2023212N19090,18.036720695766512,0,
NONCYCLONE_01084,30.68914804250865,TS,2005262N13127,30.68914804250865,0,
NONCYCLONE_01085,29.688612356934993,TS,2007314N10093,29.688612356934993,0,
NONCYCLONE_01086,32.47366172938439,TS,2016230N21089,32.47366172938439,0,
NONCYCLONE_01087,29.174491446044705,TS,2013281N12098,29.174491446044705,0,
NONCYCLONE_01088,33.82088902529187,TS,2003338S09065,33.82088902529187,0,
NONCYCLONE_01089,33.57776667341302,TS,2016222N22089,33.57776667341302,0,
NONCYCLONE_01090,23.45109966183815,TS,2021335N08096,23.45109966183815,0,
NONCYCLONE_01091,15.410009563669162,TS,2007315S05095,15.410009563669162,0,
NONCYCLONE_01092,30.94605914154538,TS,2010151N14065,30.94605914154538,0,
NONCYCLONE_01093,23.255279126758722,TS,2015280N13071,23.255279126758722,0,
NONCYCLONE_01094,21.54022939620246,TS,2020335N06090,21.54022939620246,0,
NONCYCLONE_01095,56.14952815591801,TS,2025233N15126,56.14952815591801,0,
NONCYCLONE_01096,24.180664331356343,TS,2013281N12098,24.180664331356343,0,
NONCYCLONE_01097,11.263190466919367,TS,2024216N24085,11.263190466919367,0,
NONCYCLONE_01098,31.16072907748554,TS,2018161N22092,31.16072907748554,0,
NONCYCLONE_01099,10.423413570425218,TS,2005007N04085,10.423413570425218,0,
NONCYCLONE_01100,34.08138069120904,TS,2003345N05092,34.08138069120904,0,
NONCYCLONE_01101,14.317104383405308,TS,2013339N09084,14.317104383405308,0,
NONCYCLONE_01102,10.98686820358765,TS,2020327N08086,10.98686820358765,0,
NONCYCLONE_01103,15.278488843680215,DS,2023289N15111,15.278488843680215,0,
NONCYCLONE_01104,18.239119620131653,TS,2011310N11066,18.239119620131653,0,
NONCYCLONE_01105,13.795493135678893,TS,2008157N16066,13.795493135678893,0,
NONCYCLONE_01106,21.503007448685995,TS,2000331N09092,21.503007448685995,0,
NONCYCLONE_01107,10.476312622357293,DS,2022224N22067,10.476312622357293,0,
NONCYCLONE_01108,13.76074851836234,TS,2005330N09096,13.76074851836234,0,
NONCYCLONE_01109,12.684126566128818,TS,2025295N09068,12.684126566128818,0,
NONCYCLONE_01110,11.123825701510654,TS,2018314N12093,11.123825701510654,0,
NONCYCLONE_01111,13.639139942760549,TS,2022062N06085,13.639139942760549,0,
NONCYCLONE_01112,11.015171447444144,TS,2018148N17090,11.015171447444144,0,
NONCYCLONE_01113,20.21059462315152,TS,2016230N21089,20.21059462315152,0,
NONCYCLONE_01114,11.420481966306289,TS,2024145N14087,11.420481966306289,1,TS
NONCYCLONE_01115,10.058491781820706,TS,2006329N06150,10.058491781820706,1,TS
NONCYCLONE_01116,10.219445849111322,TS,2006214N20088,10.219445849111322,1,TS
NONCYCLONE_01117,18.773258521619727,TS,2011302N13062,18.773258521619727,0,
NONCYCLONE_01118,37.25165055802235,TS,2020327N08086,37.25165055802235,0,
NONCYCLONE_01119,56.81027389811529,TS,2003295N09101,56.81027389811529,0,
NONCYCLONE_01120,20.929807662720798,TS,2008168N22090,20.929807662720798,0,
NONCYCLONE_01121,17.581261654449676,TS,2010137N10090,17.581261654449676,0,
NONCYCLONE_01122,13.200342166645756,TS,2024216N24085,13.200342166645756,0,
NONCYCLONE_01123,30.029859184243602,TS,2018347N07089,30.029859184243602,0,
NONCYCLONE_01124,28.926467503670374,TS,2004325S06078,28.926467503670374,0,
NONCYCLONE_01125,14.815045268224717,TS,2006262N19069,14.815045268224717,0,
NONCYCLONE_01126,26.292195626063204,TS,2023212N19090,26.292195626063204,0,
NONCYCLONE_01127,48.26316206496376,TS,2001364S19036,48.26316206496376,0,
NONCYCLONE_01128,19.434851217765317,TS,2011330N06078,19.434851217765317,0,
NONCYCLONE_01129,13.527984471457174,TS,2001313N12084,13.527984471457174,0,
NONCYCLONE_01130,28.507031333611295,TS,2016295N13089,28.507031333611295,0,
NONCYCLONE_01131,31.587422320489022,TS,2001361N01106,31.587422320489022,0,
NONCYCLONE_01132,18.429426383408188,TS,2012301N11087,18.429426383408188,0,
NONCYCLONE_01133,36.99900517844062,TS,2010341N14082,36.99900517844062,0,
NONCYCLONE_01134,23.186379942124226,TS,2004332N02072,23.186379942124226,0,
NONCYCLONE_01135,28.883256809428328,TS,2002126N09068,28.883256809428328,0,
NONCYCLONE_01136,29.13362376954927,TS,2022295N13093,29.13362376954927,0,
NONCYCLONE_01137,35.92407238965629,TS,2016341N08092,35.92407238965629,0,
NONCYCLONE_01138,12.558725524048814,DS,2016341N08092,12.558725524048814,0,
NONCYCLONE_01139,23.844027155376587,DS,2004274N16069,23.844027155376587,0,
NONCYCLONE_01140,16.770859833005222,TS,2019337N11072,16.770859833005222,0,
NONCYCLONE_01141,12.2663016001245,TS,2015157N13069,12.2663016001245,0,
NONCYCLONE_01142,18.41576506885535,MX,2025233N15126,18.41576506885535,0,
NONCYCLONE_01143,25.517799716527126,TS,2005260N20091,25.517799716527126,0,
NONCYCLONE_01144,29.70649808409777,TS,2022224N22067,29.70649808409777,0,
NONCYCLONE_01145,14.738386532583768,TS,2017207N24085,14.738386532583768,0,
NONCYCLONE_01146,13.42737761493548,TS,2019296N15066,13.42737761493548,0,
NONCYCLONE_01147,37.73428647666905,TS,2024295N15092,37.73428647666905,0,
NONCYCLONE_01148,21.96890120391646,TS,2002327N10089,21.96890120391646,0,
NONCYCLONE_01149,14.308467620141185,TS,2013339N09084,14.308467620141185,0,
NONCYCLONE_01150,10.764076097099501,TS,2015259N20084,10.764076097099501,1,TS
NONCYCLONE_01151,13.78270408484908,TS,2025298N11089,13.78270408484908,0,
NONCYCLONE_01152,27.97848266987963,DS,2014309N13088,27.97848266987963,0,
NONCYCLONE_01153,24.627276857748946,TS,2008168N22090,24.627276857748946,0,
NONCYCLONE_01154,15.486029422046116,TS,2025233N15126,15.486029422046116,0,
NONCYCLONE_01155,16.19933104158348,TS,2003315N09067,16.19933104158348,0,
NONCYCLONE_01156,13.052743723277757,TS,2018279N11069,13.052743723277757,0,
NONCYCLONE_01157,22.342247488947773,TS,2022226N22088,22.342247488947773,0,
NONCYCLONE_01158,14.174977713263706,TS,2003315N09067,14.174977713263706,0,
NONCYCLONE_01159,25.58969443587981,DS,2019296N15066,25.58969443587981,0,
NONCYCLONE_01160,24.182027143844913,MX,2012357N09064,24.182027143844913,0,
NONCYCLONE_01161,20.54785418582456,TS,2025329N05100,20.54785418582456,0,
NONCYCLONE_01162,42.34988007571693,TS,2010286N18090,42.34988007571693,0,
NONCYCLONE_01163,26.293386734796908,TS,2018365N08115,26.293386734796908,0,
NONCYCLONE_01164,16.980719787060504,DS,2004332N02072,16.980719787060504,0,
NONCYCLONE_01165,30.976996907967276,TS,2022126N07095,30.976996907967276,0,
NONCYCLONE_01166,11.325856187082762,TS,2001141N14068,11.325856187082762,1,TS
NONCYCLONE_01167,15.66875945191705,TS,2008157N16066,15.66875945191705,0,
NONCYCLONE_01168,23.065820630247252,TS,2016222N22089,23.065820630247252,0,
NONCYCLONE_01169,12.182574653274177,TS,2015301N11065,12.182574653274177,0,
NONCYCLONE_01170,15.714521207080436,TS,2005338N09093,15.714521207080436,0,
NONCYCLONE_01171,27.227572287469403,TS,2017333N06082,27.227572287469403,0,
NONCYCLONE_01172,21.058967159630985,TS,2022356N09085,21.058967159630985,0,
NONCYCLONE_01173,46.06214403676281,TS,2022230N18095,46.06214403676281,0,
NONCYCLONE_01174,15.592909642084955,TS,2018279N11069,15.592909642084955,0,
NONCYCLONE_01175,15.577920786678304,TS,2003345N05092,15.577920786678304,0,
NONCYCLONE_01176,10.992570428292968,MX,2018314N12093,10.992570428292968,1,MX
NONCYCLONE_01177,38.862983061810205,TS,2022221N21086,38.862983061810205,0,
NONCYCLONE_01178,14.941086845495956,TS,2024329N04089,14.941086845495956,0,
NONCYCLONE_01179,16.78544146855313,TS,2005179N22088,16.78544146855313,0,
NONCYCLONE_01180,15.641836922868654,TS,2005330N09096,15.641836922868654,0,
NONCYCLONE_01181,36.61671725037111,TS,2024295N15092,36.61671725037111,0,
NONCYCLONE_01182,44.49063876034581,TS,2007133N15091,44.49063876034581,0,
NONCYCLONE_01183,19.222842212106766,TS,2015157N13069,19.222842212106766,0,
NONCYCLONE_01184,15.487338722807996,TS,2008168N22090,15.487338722807996,0,
NONCYCLONE_01185,11.892551984424875,MX,2011160N18070,11.892551984424875,0,
