sample_id,label,stage,reason,detail
NONCYCLONE_01150,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.8deg
NONCYCLONE_01166,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=11.3deg
NONCYCLONE_01176,0,metadata,tracked_system_centre_in_crop,natures_in_crop=MX; nearest=11.0deg
NONCYCLONE_01188,0,metadata,violates_dataset_negative_rule,natures_in_crop=nan; nearest=10.0deg
NONCYCLONE_01195,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.6deg
NONCYCLONE_01257,0,metadata,violates_dataset_negative_rule,natures_in_crop=TS; nearest=9.5deg
NONCYCLONE_01287,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=11.5deg
NONCYCLONE_01369,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=11.3deg
NONCYCLONE_01395,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=11.6deg
NONCYCLONE_01399,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=12.0deg
NONCYCLONE_01453,0,metadata,violates_dataset_negative_rule,natures_in_crop=TS; nearest=3.4deg
NONCYCLONE_01467,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.2deg
NONCYCLONE_01530,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=11.6deg
NONCYCLONE_01556,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.5deg
NONCYCLONE_01570,0,metadata,violates_dataset_negative_rule,natures_in_crop=DS; nearest=7.9deg
NONCYCLONE_01617,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.8deg
NONCYCLONE_01679,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=11.0deg
NONCYCLONE_01693,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.5deg
NONCYCLONE_01722,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=12.3deg
NONCYCLONE_01766,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.6deg
NONCYCLONE_01797,0,metadata,violates_dataset_negative_rule,natures_in_crop=MX; nearest=6.9deg
NONCYCLONE_01844,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.2deg
NONCYCLONE_01940,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.8deg
NONCYCLONE_01966,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.4deg
NONCYCLONE_01970,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.5deg
NONCYCLONE_02099,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=11.5deg
NONCYCLONE_02128,0,metadata,violates_dataset_negative_rule,natures_in_crop=TS; nearest=5.0deg
NONCYCLONE_02182,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.8deg
NONCYCLONE_02194,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.3deg
NONCYCLONE_02200,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.6deg
NONCYCLONE_02257,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.0deg
NONCYCLONE_02289,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.6deg
NONCYCLONE_02389,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.1deg
NONCYCLONE_02395,0,metadata,violates_dataset_negative_rule,natures_in_crop=TS; nearest=9.1deg
NONCYCLONE_02503,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=11.4deg
NONCYCLONE_02552,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.1deg
NONCYCLONE_02577,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=11.7deg
NONCYCLONE_02597,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=11.3deg
NONCYCLONE_02598,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=11.7deg
NONCYCLONE_02674,0,metadata,violates_dataset_negative_rule,natures_in_crop=TS; nearest=8.5deg
NONCYCLONE_02718,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=12.4deg
NONCYCLONE_02764,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.4deg
NONCYCLONE_02774,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.8deg
NONCYCLONE_02809,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=11.4deg
NONCYCLONE_02963,0,metadata,violates_dataset_negative_rule,natures_in_crop=TS; nearest=10.0deg
NONCYCLONE_03029,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.1deg
NONCYCLONE_03030,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.5deg
NONCYCLONE_03032,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=12.3deg
NONCYCLONE_03036,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.7deg
NONCYCLONE_03092,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.8deg
NONCYCLONE_03129,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.6deg
NONCYCLONE_03141,0,metadata,tracked_system_centre_in_crop,natures_in_crop=DS; nearest=11.7deg
NONCYCLONE_03149,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=11.8deg
NONCYCLONE_03157,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.9deg
NONCYCLONE_03192,0,metadata,violates_dataset_negative_rule,natures_in_crop=TS; nearest=9.4deg
NONCYCLONE_03218,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=11.6deg
NONCYCLONE_03242,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=11.9deg
NONCYCLONE_03304,0,metadata,violates_dataset_negative_rule,natures_in_crop=nan; nearest=9.9deg
NONCYCLONE_03306,0,metadata,violates_dataset_negative_rule,natures_in_crop=TS; nearest=8.8deg
NONCYCLONE_03334,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=11.2deg
NONCYCLONE_03425,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.6deg
NONCYCLONE_03493,0,metadata,tracked_system_centre_in_crop,natures_in_crop=DS; nearest=10.2deg
NONCYCLONE_03496,0,metadata,violates_dataset_negative_rule,natures_in_crop=nan; nearest=9.9deg
NONCYCLONE_03503,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.7deg
NONCYCLONE_03608,0,metadata,tracked_system_centre_in_crop,natures_in_crop=DS; nearest=10.9deg
NONCYCLONE_03637,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.5deg
NONCYCLONE_03744,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.3deg
NONCYCLONE_03802,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.4deg
NONCYCLONE_03824,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.6deg
NONCYCLONE_03933,0,metadata,violates_dataset_negative_rule,natures_in_crop=nan; nearest=10.0deg
NONCYCLONE_03941,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=11.5deg
NONCYCLONE_03952,0,metadata,violates_dataset_negative_rule,natures_in_crop=TS; nearest=9.1deg
NONCYCLONE_04191,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.1deg
NONCYCLONE_04217,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.1deg
NONCYCLONE_04224,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.3deg
NONCYCLONE_04233,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.4deg
NONCYCLONE_04267,0,metadata,violates_dataset_negative_rule,natures_in_crop=TS; nearest=10.0deg
NONCYCLONE_04299,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=11.8deg
NONCYCLONE_04313,0,metadata,violates_dataset_negative_rule,natures_in_crop=TS; nearest=8.2deg
NONCYCLONE_04378,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=11.9deg
NONCYCLONE_04385,0,metadata,violates_dataset_negative_rule,natures_in_crop=TS; nearest=7.0deg
NONCYCLONE_04456,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.4deg
NONCYCLONE_04486,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=11.3deg
NONCYCLONE_04505,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.4deg
NONCYCLONE_04526,0,metadata,tracked_system_centre_in_crop,natures_in_crop=TS; nearest=10.2deg
